split,scenario,seed,sku,policy,holding_cost,shortage_cost,demand_units,immediate_units,shortage_units,backlog_unit_days,inventory_unit_days,cost_per_day,fill_rate,mean_on_hand,measured_days
test,demand_spike,1004,SKU-001,independent,29786.550000000007,8172.0,8683,8306,377,454,47893,210.88083333333336,0.9565818265576413,266.0722222222222,180
test,demand_spike,1004,SKU-001,normal_optimized,9188.2,74214.0,8683,6234,2449,4123,13737,463.34555555555556,0.7179546239778878,76.31666666666666,180
test,demand_spike,1004,SKU-001,service_aware,44537.05,1764.0,8683,8590,93,98,61757,257.22805555555556,0.9892894161004261,343.09444444444443,180
test,demand_spike,1005,SKU-001,independent,30450.649999999998,6192.0,8683,8377,306,344,49304,203.57027777777773,0.9647587239433375,273.9111111111111,180
test,demand_spike,1005,SKU-001,normal_optimized,9692.2,63702.0,8683,6395,2288,3539,14881,407.74555555555554,0.73649660255672,82.67222222222222,180
test,demand_spike,1005,SKU-001,service_aware,45243.75,486.0,8683,8656,27,27,63207,254.05416666666667,0.9968904756420592,351.15,180
test,demand_spike,1006,SKU-001,independent,30223.14999999999,5238.0,8683,8414,269,291,49180,197.00638888888886,0.9690199239894046,273.22222222222223,180
test,demand_spike,1006,SKU-001,normal_optimized,9457.099999999999,60732.0,8683,6389,2294,3374,14516,389.93944444444446,0.7358055971438443,80.64444444444445,180
test,demand_spike,1006,SKU-001,service_aware,45092.150000000016,882.0,8683,8634,49,49,63158,255.41194444444454,0.9943567891281815,350.8777777777778,180
test,demand_spike,1007,SKU-001,independent,29191.95,5400.0,8683,8388,295,300,47739,192.17749999999998,0.9660255672002764,265.21666666666664,180
test,demand_spike,1007,SKU-001,normal_optimized,8747.499999999998,74520.0,8683,6128,2555,4140,13850,462.59722222222223,0.7057468616837499,76.94444444444444,180
test,demand_spike,1007,SKU-001,service_aware,44018.200000000004,180.0,8683,8673,10,10,61669,245.54555555555558,0.9988483243118738,342.60555555555555,180
test,demand_spike,1008,SKU-001,independent,30146.150000000012,3816.0,8683,8475,208,212,49041,188.67861111111117,0.9760451456869745,272.45,180
test,demand_spike,1008,SKU-001,normal_optimized,9197.249999999998,69516.0,8683,6179,2504,3862,14541,437.29583333333335,0.7116204076931936,80.78333333333333,180
test,demand_spike,1008,SKU-001,service_aware,45061.55000000002,288.0,8683,8667,16,16,63065,251.94194444444454,0.9981573188989981,350.3611111111111,180
test,demand_spike,1009,SKU-001,independent,29489.599999999995,8586.0,8683,8255,428,477,47631,211.53111111111107,0.9507082805481977,264.6166666666667,180
test,demand_spike,1009,SKU-001,normal_optimized,9165.849999999999,81954.0,8683,6130,2553,4553,14008,506.2213888888889,0.705977196821375,77.82222222222222,180
test,demand_spike,1009,SKU-001,service_aware,44203.8,1602.0,8683,8595,88,89,61463,254.4766666666667,0.9898652539444892,341.4611111111111,180
test,demand_spike,1010,SKU-001,independent,29302.35,8370.0,8683,8275,408,465,47868,209.29083333333332,0.95301163192445,265.93333333333334,180
test,demand_spike,1010,SKU-001,normal_optimized,9225.100000000002,90234.0,8683,6021,2662,5013,14447,552.5505555555555,0.6934239318207993,80.2611111111111,180
test,demand_spike,1010,SKU-001,service_aware,43992.64999999997,954.0,8683,8631,52,53,61676,249.70361111111094,0.9940112864217436,342.64444444444445,180
test,demand_spike,1011,SKU-001,independent,29893.099999999995,7452.0,8683,8342,341,414,49199,207.47277777777774,0.9607278590348958,273.3277777777778,180
test,demand_spike,1011,SKU-001,normal_optimized,9625.800000000001,63342.0,8683,6362,2321,3519,14873,405.37666666666667,0.7326960727859035,82.62777777777778,180
test,demand_spike,1011,SKU-001,service_aware,44660.800000000025,1404.0,8683,8606,77,78,63083,255.9155555555557,0.991132097201428,350.4611111111111,180
test,demand_spike,1012,SKU-001,independent,29482.999999999993,8892.0,8683,8264,419,494,47908,213.1944444444444,0.9517447886675112,266.15555555555557,180
test,demand_spike,1012,SKU-001,normal_optimized,9177.599999999997,80406.0,8683,6062,2621,4467,14223,497.6866666666666,0.6981458021421167,79.01666666666667,180
test,demand_spike,1012,SKU-001,service_aware,44155.000000000015,1278.0,8683,8622,61,71,61705,252.40555555555562,0.9929747783024301,342.80555555555554,180
test,supplier_delay,1001,SKU-001,independent,21945.75000000001,3456.0,7460,7295,165,192,24812,141.1208333333334,0.9778820375335121,137.84444444444443,180
test,supplier_delay,1001,SKU-001,normal_optimized,727.5999999999998,245340.0,7460,1646,5814,13630,700,1367.0422222222223,0.22064343163538874,3.888888888888889,180
test,supplier_delay,1001,SKU-001,service_aware,36872.04999999999,36.0,7460,7458,2,2,38842,205.04472222222216,0.9997319034852546,215.7888888888889,180
test,supplier_delay,1002,SKU-001,independent,22370.55000000002,1764.0,7460,7376,84,98,24913,134.08083333333346,0.9887399463806971,138.40555555555557,180
test,supplier_delay,1002,SKU-001,normal_optimized,656.5499999999998,245214.0,7460,1496,5964,13623,638,1365.9475,0.2005361930294906,3.5444444444444443,180
test,supplier_delay,1002,SKU-001,service_aware,37404.69999999999,180.0,7460,7450,10,10,39045,208.80388888888882,0.9986595174262735,216.91666666666666,180
test,supplier_delay,1003,SKU-001,independent,22259.64999999999,1836.0,7460,7375,85,102,24753,133.86472222222216,0.9886058981233244,137.51666666666668,180
test,supplier_delay,1003,SKU-001,normal_optimized,606.75,251478.0,7460,1363,6097,13971,578,1400.4708333333333,0.1827077747989276,3.2111111111111112,180
test,supplier_delay,1003,SKU-001,service_aware,37276.5,0.0,7460,7460,0,0,38871,207.09166666666667,1.0,215.95,180
test,supplier_delay,1004,SKU-001,independent,22093.4,2700.0,7460,7333,127,150,24441,137.7411111111111,0.9829758713136729,135.78333333333333,180
test,supplier_delay,1004,SKU-001,normal_optimized,693.3499999999999,262008.0,7460,1493,5967,14556,667,1459.4519444444443,0.20013404825737266,3.7055555555555557,180
test,supplier_delay,1004,SKU-001,service_aware,37068.84999999999,108.0,7460,7454,6,6,38517,206.5380555555555,0.999195710455764,213.98333333333332,180
test,supplier_delay,1005,SKU-001,independent,23016.949999999997,3276.0,7460,7335,125,182,26176,146.07194444444443,0.9832439678284183,145.42222222222222,180
test,supplier_delay,1005,SKU-001,normal_optimized,996.7999999999998,225612.0,7460,1888,5572,12534,971,1258.9377777777777,0.25308310991957106,5.394444444444445,180
test,supplier_delay,1005,SKU-001,service_aware,37986.450000000004,594.0,7460,7431,29,33,40247,214.33583333333337,0.996112600536193,223.59444444444443,180
test,supplier_delay,1006,SKU-001,independent,22665.850000000002,2034.0,7460,7369,91,113,25563,137.2213888888889,0.9878016085790885,142.01666666666668,180
test,supplier_delay,1006,SKU-001,normal_optimized,707.65,232650.0,7460,1638,5822,12925,685,1296.431388888889,0.2195710455764075,3.8055555555555554,180
test,supplier_delay,1006,SKU-001,service_aware,37673.75000000002,36.0,7460,7458,2,2,39672,209.49861111111125,0.9997319034852546,220.4,180
test,supplier_delay,1007,SKU-001,independent,21993.199999999997,1980.0,7460,7362,98,110,24799,133.18444444444444,0.9868632707774799,137.7722222222222,180
test,supplier_delay,1007,SKU-001,normal_optimized,682.1999999999998,243252.0,7460,1471,5989,13514,660,1355.19,0.19718498659517425,3.6666666666666665,180
test,supplier_delay,1007,SKU-001,service_aware,37005.05,0.0,7460,7460,0,0,38909,205.58361111111114,1.0,216.1611111111111,180
test,supplier_delay,1008,SKU-001,independent,22822.550000000007,2106.0,7460,7362,98,117,25748,138.49194444444447,0.9868632707774799,143.04444444444445,180
test,supplier_delay,1008,SKU-001,normal_optimized,872.8500000000003,235494.0,7460,1688,5772,13083,846,1313.1491666666666,0.2262734584450402,4.7,180
test,supplier_delay,1008,SKU-001,service_aware,37828.85000000002,72.0,7460,7456,4,4,39855,210.56027777777788,0.9994638069705094,221.41666666666666,180
test,supplier_delay,1009,SKU-001,independent,21955.549999999985,2826.0,7460,7327,133,157,24766,137.6752777777777,0.982171581769437,137.5888888888889,180
test,supplier_delay,1009,SKU-001,normal_optimized,731.65,252450.0,7460,1574,5886,14025,707,1406.5647222222221,0.21099195710455765,3.9277777777777776,180
test,supplier_delay,1009,SKU-001,service_aware,36915.14999999999,54.0,7460,7457,3,3,38832,205.3841666666666,0.999597855227882,215.73333333333332,180
test,supplier_delay,1010,SKU-001,independent,21657.799999999992,2916.0,7460,7322,138,162,24647,136.52111111111105,0.9815013404825738,136.92777777777778,180
test,supplier_delay,1010,SKU-001,normal_optimized,687.25,256788.0,7460,1588,5872,14266,658,1430.4180555555556,0.21286863270777479,3.6555555555555554,180
test,supplier_delay,1010,SKU-001,service_aware,36612.95,72.0,7460,7456,4,4,38709,203.80527777777777,0.9994638069705094,215.05,180
test,supplier_delay,1011,SKU-001,independent,22596.25000000001,1296.0,7460,7391,69,72,25702,132.73472222222227,0.9907506702412868,142.7888888888889,180
test,supplier_delay,1011,SKU-001,normal_optimized,735.5000000000001,231822.0,7460,1587,5873,12879,713,1291.986111111111,0.21273458445040214,3.9611111111111112,180
test,supplier_delay,1011,SKU-001,service_aware,37646.19999999999,0.0,7460,7460,0,0,39850,209.1455555555555,1.0,221.38888888888889,180
test,supplier_delay,1012,SKU-001,independent,21640.54999999998,4140.0,7460,7272,188,230,24547,143.22527777777768,0.974798927613941,136.37222222222223,180
test,supplier_delay,1012,SKU-001,normal_optimized,834.15,248580.0,7460,1711,5749,13810,800,1385.6341666666667,0.22935656836461127,4.444444444444445,180
test,supplier_delay,1012,SKU-001,service_aware,36527.04999999998,72.0,7460,7456,4,4,38541,203.32805555555544,0.9994638069705094,214.11666666666667,180
test,combined_stress,1001,SKU-001,independent,16569.600000000002,100494.0,8683,6211,2472,5583,18937,650.3533333333334,0.7153057698951976,105.20555555555555,180
test,combined_stress,1001,SKU-001,normal_optimized,644.3,456120.0,8683,1262,7421,25340,618,2537.5794444444446,0.14534147184152943,3.433333333333333,180
test,combined_stress,1001,SKU-001,service_aware,28683.249999999996,49752.0,8683,7215,1468,2764,30338,435.75138888888887,0.8309340089830703,168.54444444444445,180
test,combined_stress,1002,SKU-001,independent,16710.95,95220.0,8683,6152,2531,5290,18692,621.838611111111,0.7085108833352528,103.84444444444445,180
test,combined_stress,1002,SKU-001,normal_optimized,571.75,452268.0,8683,1155,7528,25126,558,2515.776388888889,0.13301854197857882,3.1,180
test,combined_stress,1002,SKU-001,service_aware,28820.84999999998,44370.0,8683,7206,1477,2465,30087,406.6158333333332,0.8298975008637568,167.15,180
test,combined_stress,1003,SKU-001,independent,16705.349999999995,102078.0,8683,6086,2597,5671,18592,659.9074999999999,0.7009098237936198,103.28888888888889,180
test,combined_stress,1003,SKU-001,normal_optimized,474.7,460512.0,8683,1077,7606,25584,453,2561.037222222222,0.12403547161119428,2.5166666666666666,180
test,combined_stress,1003,SKU-001,service_aware,28735.2,49932.0,8683,7076,1607,2774,29915,437.03999999999996,0.8149257169181159,166.19444444444446,180
test,combined_stress,1004,SKU-001,independent,16811.6,107802.0,8683,6190,2493,5989,18487,692.2977777777778,0.7128872509501324,102.70555555555555,180
test,combined_stress,1004,SKU-001,normal_optimized,479.49999999999994,464670.0,8683,1135,7548,25815,461,2584.163888888889,0.1307151906023264,2.561111111111111,180
test,combined_stress,1004,SKU-001,service_aware,28870.950000000008,56088.0,8683,7032,1651,3116,29834,471.99416666666673,0.8098583438903605,165.74444444444444,180
test,combined_stress,1005,SKU-001,independent,17444.249999999996,90054.0,8683,6285,2398,5003,19883,597.2125,0.7238281699873316,110.46111111111111,180
test,combined_stress,1005,SKU-001,normal_optimized,821.0499999999998,426510.0,8683,1416,7267,23695,804,2374.061388888889,0.16307727743867326,4.466666666666667,180
test,combined_stress,1005,SKU-001,service_aware,29701.50000000001,41778.0,8683,7318,1365,2321,31421,397.1083333333334,0.8427962685707705,174.5611111111111,180
test,combined_stress,1006,SKU-001,independent,16962.25000000001,86958.0,8683,6377,2306,4831,19007,577.3347222222224,0.7344235863180928,105.59444444444445,180
test,combined_stress,1006,SKU-001,normal_optimized,481.5999999999999,434034.0,8683,1141,7542,24113,470,2413.9755555555553,0.13140619601520212,2.611111111111111,180
test,combined_stress,1006,SKU-001,service_aware,29415.500000000004,42012.0,8683,7310,1373,2334,30730,396.81944444444446,0.8418749280202695,170.72222222222223,180
test,combined_stress,1007,SKU-001,independent,16760.849999999995,109854.0,8683,6073,2610,6103,19067,703.4158333333332,0.6994126453990557,105.92777777777778,180
test,combined_stress,1007,SKU-001,normal_optimized,574.15,452520.0,8683,1185,7498,25140,557,2517.1897222222224,0.13647356904295752,3.0944444444444446,180
test,combined_stress,1007,SKU-001,service_aware,28752.199999999997,56988.0,8683,6878,1805,3166,30350,476.33444444444444,0.7921225382932167,168.61111111111111,180
test,combined_stress,1008,SKU-001,independent,17143.35000000001,101322.0,8683,6111,2572,5629,19557,658.1408333333334,0.7037890130139353,108.65,180
test,combined_stress,1008,SKU-001,normal_optimized,708.6,446130.0,8683,1353,7330,24785,689,2482.4366666666665,0.15582172060347807,3.827777777777778,180
test,combined_stress,1008,SKU-001,service_aware,29318.200000000015,51714.0,8683,6947,1736,2873,31021,450.17888888888893,0.8000691005412875,172.3388888888889,180
test,combined_stress,1009,SKU-001,independent,16655.749999999993,113616.0,8683,6108,2575,6312,18858,723.7319444444445,0.7034435103074974,104.76666666666667,180
test,combined_stress,1009,SKU-001,normal_optimized,545.9499999999999,464346.0,8683,1185,7498,25797,530,2582.7330555555554,0.13647356904295752,2.9444444444444446,180
test,combined_stress,1009,SKU-001,service_aware,28625.949999999993,60390.0,8683,7032,1651,3355,30121,494.53305555555556,0.8098583438903605,167.3388888888889,180
test,combined_stress,1010,SKU-001,independent,16608.7,123930.0,8683,6099,2584,6885,18984,780.7705555555556,0.7024070021881839,105.46666666666667,180
test,combined_stress,1010,SKU-001,normal_optimized,582.0999999999999,473796.0,8683,1268,7415,26322,558,2635.4338888888888,0.14603247725440516,3.1,180
test,combined_stress,1010,SKU-001,service_aware,28541.350000000002,70110.0,8683,6880,1803,3895,30214,548.0630555555556,0.7923528734308418,167.85555555555555,180
test,combined_stress,1011,SKU-001,independent,17086.25000000001,96084.0,8683,6178,2505,5338,19381,628.7236111111112,0.711505240124381,107.67222222222222,180
test,combined_stress,1011,SKU-001,normal_optimized,550.8499999999999,430884.0,8683,1239,7444,23938,538,2396.860277777778,0.14269261775883912,2.988888888888889,180
test,combined_stress,1011,SKU-001,service_aware,29201.450000000004,45288.0,8683,7231,1452,2516,30779,413.83027777777784,0.8327766900840723,170.99444444444444,180
test,combined_stress,1012,SKU-001,independent,16613.049999999985,116532.0,8683,6002,2681,6474,18967,739.6947222222221,0.6912357480133594,105.37222222222222,180
test,combined_stress,1012,SKU-001,normal_optimized,665.5,458586.0,8683,1418,7265,25477,638,2551.3972222222224,0.16330761257629853,3.5444444444444443,180
test,combined_stress,1012,SKU-001,service_aware,28516.399999999983,62064.0,8683,6956,1727,3448,30161,503.2244444444443,0.8011056086606012,167.5611111111111,180
validation,normal,1001,SKU-002,independent,37201.89999999998,256.0,4061,4053,8,8,29036,208.09944444444434,0.9980300418616105,161.3111111111111,180
validation,normal,1001,SKU-002,normal_optimized,28291.600000000006,448.0,4061,4047,14,14,16434,159.66444444444448,0.9965525732578183,91.3,180
validation,normal,1001,SKU-002,service_aware,54465.1,0.0,4061,4061,0,0,37128,302.5838888888889,1.0,206.26666666666668,180
validation,normal,1002,SKU-002,independent,37707.200000000004,32.0,4061,4060,1,1,29720,209.66222222222225,0.9997537552327013,165.11111111111111,180
validation,normal,1002,SKU-002,normal_optimized,28880.899999999998,384.0,4061,4050,11,12,17149,162.58277777777778,0.9972913075597144,95.27222222222223,180
validation,normal,1002,SKU-002,service_aware,54985.20000000001,0.0,4061,4061,0,0,37819,305.4733333333334,1.0,210.10555555555555,180
validation,normal,1003,SKU-002,independent,37413.200000000004,128.0,4061,4057,4,4,29206,208.56222222222226,0.9990150209308052,162.25555555555556,180
validation,normal,1003,SKU-002,normal_optimized,28584.800000000007,672.0,4061,4042,19,21,16638,162.53777777777782,0.9953213494213248,92.43333333333334,180
validation,normal,1003,SKU-002,service_aware,54685.000000000015,0.0,4061,4061,0,0,37302,303.80555555555566,1.0,207.23333333333332,180
validation,normal,1004,SKU-002,independent,37251.20000000002,32.0,4061,4060,1,1,29416,207.12888888888898,0.9997537552327013,163.42222222222222,180
validation,normal,1004,SKU-002,normal_optimized,28497.100000000006,288.0,4061,4052,9,9,16797,159.91722222222225,0.9977837970943118,93.31666666666666,180
validation,normal,1004,SKU-002,service_aware,54529.20000000001,0.0,4061,4061,0,0,37515,302.94000000000005,1.0,208.41666666666666,180
validation,normal,1005,SKU-002,independent,37420.000000000015,128.0,4061,4057,4,4,29448,208.60000000000008,0.9990150209308052,163.6,180
validation,normal,1005,SKU-002,normal_optimized,28562.79999999999,416.0,4061,4048,13,13,16861,160.99333333333328,0.9967988180251169,93.67222222222222,180
validation,normal,1005,SKU-002,service_aware,54691.799999999996,0.0,4061,4061,0,0,37544,303.8433333333333,1.0,208.57777777777778,180
validation,normal,1006,SKU-002,independent,37568.900000000016,0.0,4061,4061,0,0,29445,208.7161111111112,1.0,163.58333333333334,180
validation,normal,1006,SKU-002,normal_optimized,28786.700000000008,64.0,4061,4059,2,2,16876,160.28166666666672,0.9995075104654026,93.75555555555556,180
validation,normal,1006,SKU-002,service_aware,54848.899999999994,0.0,4061,4061,0,0,37545,304.7161111111111,1.0,208.58333333333334,180
validation,normal,1007,SKU-002,independent,37760.29999999998,160.0,4061,4056,5,5,29479,210.66833333333324,0.9987687761635066,163.7722222222222,180
validation,normal,1007,SKU-002,normal_optimized,28825.900000000005,384.0,4061,4049,12,12,16904,162.27722222222226,0.9970450627924157,93.91111111111111,180
validation,normal,1007,SKU-002,service_aware,55029.9,0.0,4061,4061,0,0,37574,305.7216666666667,1.0,208.74444444444444,180
validation,normal,1008,SKU-002,independent,37461.4,384.0,4061,4049,12,12,29484,210.25222222222223,0.9970450627924157,163.8,180
validation,normal,1008,SKU-002,normal_optimized,28523.499999999996,1024.0,4061,4033,28,32,16849,164.15277777777777,0.9931051465156365,93.60555555555555,180
validation,normal,1008,SKU-002,service_aware,54717.40000000002,0.0,4061,4061,0,0,37572,303.98555555555566,1.0,208.73333333333332,180
validation,normal,1009,SKU-002,independent,37764.2,352.0,4061,4050,11,11,29792,211.75666666666666,0.9972913075597144,165.51111111111112,180
validation,normal,1009,SKU-002,normal_optimized,29142.1,768.0,4061,4037,24,24,17289,166.16722222222222,0.9940901255848313,96.05,180
validation,normal,1009,SKU-002,service_aware,55021.70000000002,0.0,4061,4061,0,0,37881,305.6761111111112,1.0,210.45,180
validation,normal,1010,SKU-002,independent,37111.69999999998,384.0,4061,4049,12,12,29408,208.30944444444435,0.9970450627924157,163.37777777777777,180
validation,normal,1010,SKU-002,normal_optimized,28171.80000000001,1152.0,4061,4028,33,36,16757,162.91000000000005,0.9918739226791431,93.09444444444445,180
validation,normal,1010,SKU-002,service_aware,54367.499999999985,0.0,4061,4061,0,0,37496,302.0416666666666,1.0,208.3111111111111,180
validation,normal,1011,SKU-002,independent,37150.90000000002,320.0,4061,4051,10,10,29381,208.1716666666668,0.997537552327013,163.2277777777778,180
validation,normal,1011,SKU-002,normal_optimized,28312.99999999999,992.0,4061,4030,31,31,16822,162.8055555555555,0.9923664122137404,93.45555555555555,180
validation,normal,1011,SKU-002,service_aware,54410.3,0.0,4061,4061,0,0,37471,302.27944444444444,1.0,208.17222222222222,180
validation,normal,1012,SKU-002,independent,37236.5,128.0,4061,4057,4,4,29132,207.58055555555555,0.9990150209308052,161.84444444444443,180
validation,normal,1012,SKU-002,normal_optimized,28379.299999999992,1696.0,4061,4015,46,53,16647,167.08499999999995,0.98867274070426,92.48333333333333,180
validation,normal,1012,SKU-002,service_aware,54507.3,0.0,4061,4061,0,0,37228,302.8183333333333,1.0,206.82222222222222,180
validation,demand_spike,1001,SKU-002,independent,32946.0,8704.0,4731,4510,221,272,25398,231.38888888888889,0.953286831536673,141.1,180
validation,demand_spike,1001,SKU-002,normal_optimized,23546.399999999998,33184.0,4731,4118,613,1037,13564,315.16888888888883,0.870429084760093,75.35555555555555,180
validation,demand_spike,1001,SKU-002,service_aware,49750.20000000001,1664.0,4731,4680,51,52,33278,285.6344444444445,0.9892200380469245,184.87777777777777,180
validation,demand_spike,1002,SKU-002,independent,33942.200000000004,3808.0,4731,4612,119,119,26426,209.72333333333336,0.974846755442824,146.8111111111111,180
validation,demand_spike,1002,SKU-002,normal_optimized,24093.7,17664.0,4731,4303,428,552,14176,231.98722222222221,0.9095328683153667,78.75555555555556,180
validation,demand_spike,1002,SKU-002,service_aware,50976.700000000004,256.0,4731,4723,8,8,34415,284.62611111111113,0.9983090255759882,191.19444444444446,180
validation,demand_spike,1003,SKU-002,independent,33256.8,7200.0,4731,4520,211,225,25549,224.76000000000002,0.9554005495666879,141.9388888888889,180
validation,demand_spike,1003,SKU-002,normal_optimized,23416.5,28320.0,4731,4111,620,885,13567,287.425,0.8689494821390826,75.37222222222222,180
validation,demand_spike,1003,SKU-002,service_aware,50072.700000000026,416.0,4731,4718,13,13,33437,280.4927777777779,0.9972521665609808,185.76111111111112,180
validation,demand_spike,1004,SKU-002,independent,33230.4,5792.0,4731,4557,174,181,25958,216.79111111111112,0.9632213062777425,144.2111111111111,180
validation,demand_spike,1004,SKU-002,normal_optimized,23686.7,24352.0,4731,4200,531,761,13875,266.88166666666666,0.8877615726062144,77.08333333333333,180
validation,demand_spike,1004,SKU-002,service_aware,50144.40000000003,320.0,4731,4721,10,10,33887,280.3577777777779,0.9978862819699852,188.26111111111112,180
validation,demand_spike,1005,SKU-002,independent,33684.80000000001,5664.0,4731,4573,158,177,26136,218.6044444444445,0.9666032551257662,145.2,180
validation,demand_spike,1005,SKU-002,normal_optimized,24031.899999999983,19104.0,4731,4322,409,597,14010,239.64388888888877,0.9135489325723949,77.83333333333333,180
validation,demand_spike,1005,SKU-002,service_aware,50616.4,448.0,4731,4717,14,14,34073,283.6911111111111,0.9970407947579792,189.29444444444445,180
validation,demand_spike,1006,SKU-002,independent,33570.2,4064.0,4731,4619,112,127,25942,209.07888888888888,0.9763263580638343,144.12222222222223,180
validation,demand_spike,1006,SKU-002,normal_optimized,23740.300000000007,23104.0,4731,4221,510,722,13829,260.24611111111113,0.8922003804692454,76.82777777777778,180
validation,demand_spike,1006,SKU-002,service_aware,50604.99999999999,480.0,4731,4716,15,15,33930,283.80555555555554,0.9968294229549778,188.5,180
validation,demand_spike,1007,SKU-002,independent,33884.899999999994,6560.0,4731,4555,176,205,26069,224.69388888888886,0.9627985626717396,144.82777777777778,180
validation,demand_spike,1007,SKU-002,normal_optimized,24260.100000000002,20320.0,4731,4302,429,635,13992,247.66722222222225,0.9093214965123653,77.73333333333333,180
validation,demand_spike,1007,SKU-002,service_aware,50774.49999999999,704.0,4731,4709,22,22,33986,285.9916666666666,0.9953498203339675,188.8111111111111,180
validation,demand_spike,1008,SKU-002,independent,33631.399999999994,5344.0,4731,4585,146,167,26058,216.52999999999997,0.969139716761784,144.76666666666668,180
validation,demand_spike,1008,SKU-002,normal_optimized,23819.199999999993,17536.0,4731,4329,402,548,13854,229.7511111111111,0.9150285351934052,76.96666666666667,180
validation,demand_spike,1008,SKU-002,service_aware,50595.200000000004,608.0,4731,4712,19,19,34010,284.46222222222224,0.9959839357429718,188.94444444444446,180
validation,demand_spike,1009,SKU-002,independent,33998.200000000004,5440.0,4731,4576,155,170,26490,219.10111111111112,0.9672373705347707,147.16666666666666,180
validation,demand_spike,1009,SKU-002,normal_optimized,24581.4,19232.0,4731,4292,439,601,14417,243.4077777777778,0.9072077784823505,80.09444444444445,180
validation,demand_spike,1009,SKU-002,service_aware,50927.900000000016,288.0,4731,4722,9,9,34429,284.5327777777779,0.9980976537729866,191.2722222222222,180
validation,demand_spike,1010,SKU-002,independent,33176.69999999999,7840.0,4731,4526,205,245,25974,227.8705555555555,0.9566687803846967,144.3,180
validation,demand_spike,1010,SKU-002,normal_optimized,23255.900000000005,26048.0,4731,4184,547,814,13717,273.9105555555556,0.8843796237581907,76.20555555555555,180
validation,demand_spike,1010,SKU-002,service_aware,50050.79999999999,1728.0,4731,4677,54,54,33883,287.6599999999999,0.9885859226379201,188.23888888888888,180
validation,demand_spike,1011,SKU-002,independent,33018.90000000002,6528.0,4731,4553,178,204,25839,219.70500000000013,0.9623758190657367,143.55,180
validation,demand_spike,1011,SKU-002,normal_optimized,23546.09999999998,27936.0,4731,4184,547,873,13910,286.01166666666654,0.8843796237581907,77.27777777777777,180
validation,demand_spike,1011,SKU-002,service_aware,49881.80000000004,448.0,4731,4718,13,14,33749,279.61000000000024,0.9972521665609808,187.49444444444444,180
validation,demand_spike,1012,SKU-002,independent,33293.99999999999,4416.0,4731,4610,121,138,25713,209.49999999999997,0.9744240118368209,142.85,180
validation,demand_spike,1012,SKU-002,normal_optimized,23620.39999999999,20928.0,4731,4260,471,654,13716,247.49111111111108,0.9004438807863031,76.2,180
validation,demand_spike,1012,SKU-002,service_aware,50298.600000000035,224.0,4731,4724,7,7,33682,280.6811111111113,0.9985203973789897,187.12222222222223,180
validation,supplier_delay,1001,SKU-002,independent,23546.400000000016,4256.0,4061,3945,116,133,12604,154.45777777777786,0.9714356069933514,70.02222222222223,180
validation,supplier_delay,1001,SKU-002,normal_optimized,6032.699999999999,94048.0,4061,2387,1674,2939,2842,556.0038888888889,0.5877862595419847,15.78888888888889,180
validation,supplier_delay,1001,SKU-002,service_aware,40560.6,256.0,4061,4053,8,8,20579,226.7588888888889,0.9980300418616105,114.32777777777778,180
validation,supplier_delay,1002,SKU-002,independent,23790.500000000007,7840.0,4061,3898,163,245,13084,175.72500000000005,0.9598621029303127,72.68888888888888,180
validation,supplier_delay,1002,SKU-002,normal_optimized,6783.000000000004,99488.0,4061,2481,1580,3109,3209,590.3944444444444,0.6109332676680621,17.82777777777778,180
validation,supplier_delay,1002,SKU-002,service_aware,40594.09999999999,768.0,4061,4044,17,24,20963,229.7894444444444,0.9958138389559222,116.46111111111111,180
validation,supplier_delay,1003,SKU-002,independent,23951.99999999999,2656.0,4061,3984,77,83,12888,147.82222222222217,0.9810391529180005,71.6,180
validation,supplier_delay,1003,SKU-002,normal_optimized,6267.7000000000035,90304.0,4061,2388,1673,2822,2977,536.5094444444444,0.5880325043092834,16.538888888888888,180
validation,supplier_delay,1003,SKU-002,service_aware,41055.89999999999,0.0,4061,4061,0,0,20905,228.08833333333325,1.0,116.13888888888889,180
validation,supplier_delay,1004,SKU-002,independent,23682.70000000001,4352.0,4061,3935,126,136,12869,155.7483333333334,0.9689731593203644,71.49444444444444,180
validation,supplier_delay,1004,SKU-002,normal_optimized,6058.4,94304.0,4061,2429,1632,2947,2884,557.5688888888889,0.5981285397685299,16.022222222222222,180
validation,supplier_delay,1004,SKU-002,service_aware,40667.99999999999,0.0,4061,4061,0,0,20833,225.93333333333328,1.0,115.7388888888889,180
validation,supplier_delay,1005,SKU-002,independent,24405.199999999986,3840.0,4061,3961,100,120,13196,156.9177777777777,0.9753755232701306,73.31111111111112,180
validation,supplier_delay,1005,SKU-002,normal_optimized,6640.2000000000035,83936.0,4061,2517,1544,2623,3138,503.2011111111111,0.6197980792908151,17.433333333333334,180
validation,supplier_delay,1005,SKU-002,service_aware,41443.000000000044,224.0,4061,4054,7,7,21183,231.48333333333358,0.9982762866289091,117.68333333333334,180
validation,supplier_delay,1006,SKU-002,independent,24382.4,2144.0,4061,3998,63,67,13244,147.3688888888889,0.9844865796601823,73.57777777777778,180
validation,supplier_delay,1006,SKU-002,normal_optimized,6912.900000000001,86464.0,4061,2561,1500,2702,3288,518.7605555555555,0.6306328490519576,18.266666666666666,180
validation,supplier_delay,1006,SKU-002,service_aware,41518.9,0.0,4061,4061,0,0,21277,230.66055555555556,1.0,118.20555555555555,180
