split,scenario,seed,policy,cost_per_day,demand_units,immediate_units,shortage_units,backlog_unit_days,mean_on_hand,fill_rate
test,combined_stress,1007,normal_optimized,4428.350305555556,15408,3954,11454,37722,28.422222222222224,0.25661993769470404
test,combined_stress,1007,service_aware,1100.5300833333336,15408,12232,3176,5852,316.5388888888889,0.7938733125649013
test,combined_stress,1008,independent,1525.4700833333334,15408,10745,4663,10603,193.70555555555555,0.697365005192108
test,combined_stress,1008,normal_optimized,4328.775666666666,15408,4067,11341,36937,28.494444444444444,0.26395379023883697
test,combined_stress,1008,service_aware,1033.84075,15408,12439,2969,5242,320.56666666666666,0.8073078920041536
test,combined_stress,1009,independent,1612.002361111111,15408,10804,4604,11396,193.93333333333334,0.7011941848390446
test,combined_stress,1009,normal_optimized,4407.729972222222,15408,3977,11431,37744,29.344444444444445,0.25811266874350985
test,combined_stress,1009,service_aware,1116.3206944444444,15408,12570,2838,5885,320.15555555555557,0.815809968847352
test,combined_stress,1010,independent,1730.374388888889,15408,10700,4708,12481,190.5222222222222,0.6944444444444444
test,combined_stress,1010,normal_optimized,4543.914222222222,15408,4050,11358,38947,26.96111111111111,0.2628504672897196
test,combined_stress,1010,service_aware,1208.6113611111111,15408,12251,3157,6801,315.8833333333333,0.7951064382139148
test,combined_stress,1011,independent,1544.354277777778,15408,10818,4590,10653,196.89999999999998,0.7021028037383178
test,combined_stress,1011,normal_optimized,4255.177333333333,15408,4047,11361,36114,28.905555555555555,0.2626557632398754
test,combined_stress,1011,service_aware,1049.2868611111112,15408,12643,2765,5241,323.3333333333333,0.8205477673935618
test,combined_stress,1012,independent,1559.6409166666665,15408,10751,4657,11280,190.18333333333334,0.6977544132917964
test,combined_stress,1012,normal_optimized,4365.179555555555,15408,4094,11314,37530,27.705555555555556,0.2657061266874351
test,combined_stress,1012,service_aware,1063.8825277777776,15408,12599,2809,5734,316.5777777777778,0.8176921079958464
