split,scenario,seed,sku,policy,node_id,immediate_units,demand_units,fill_rate
test,demand_spike,1009,SKU-001,independent,4,2166,2210,0.9800904977375565
test,demand_spike,1009,SKU-001,independent,5,2253,2367,0.9518377693282636
test,demand_spike,1009,SKU-001,normal_optimized,2,1453,1970,0.7375634517766497
test,demand_spike,1009,SKU-001,normal_optimized,3,1400,2136,0.6554307116104869
test,demand_spike,1009,SKU-001,normal_optimized,4,1659,2210,0.7506787330316742
test,demand_spike,1009,SKU-001,normal_optimized,5,1618,2367,0.683565694972539
test,demand_spike,1009,SKU-001,service_aware,2,1948,1970,0.9888324873096447
test,demand_spike,1009,SKU-001,service_aware,3,2090,2136,0.9784644194756554
test,demand_spike,1009,SKU-001,service_aware,4,2210,2210,1.0
test,demand_spike,1009,SKU-001,service_aware,5,2347,2367,0.9915504858470638
test,demand_spike,1010,SKU-001,independent,2,1851,1970,0.9395939086294416
test,demand_spike,1010,SKU-001,independent,3,2068,2136,0.9681647940074907
test,demand_spike,1010,SKU-001,independent,4,2115,2210,0.9570135746606335
test,demand_spike,1010,SKU-001,independent,5,2241,2367,0.9467680608365019
test,demand_spike,1010,SKU-001,normal_optimized,2,1356,1970,0.6883248730964467
test,demand_spike,1010,SKU-001,normal_optimized,3,1589,2136,0.7439138576779026
test,demand_spike,1010,SKU-001,normal_optimized,4,1540,2210,0.6968325791855203
test,demand_spike,1010,SKU-001,normal_optimized,5,1536,2367,0.6489226869455006
test,demand_spike,1010,SKU-001,service_aware,2,1949,1970,0.9893401015228427
test,demand_spike,1010,SKU-001,service_aware,3,2123,2136,0.9939138576779026
test,demand_spike,1010,SKU-001,service_aware,4,2203,2210,0.9968325791855204
test,demand_spike,1010,SKU-001,service_aware,5,2356,2367,0.9953527672158851
test,demand_spike,1011,SKU-001,independent,2,1836,1970,0.9319796954314721
test,demand_spike,1011,SKU-001,independent,3,2107,2136,0.9864232209737828
test,demand_spike,1011,SKU-001,independent,4,2179,2210,0.9859728506787331
test,demand_spike,1011,SKU-001,independent,5,2220,2367,0.9378960709759189
test,demand_spike,1011,SKU-001,normal_optimized,2,1450,1970,0.7360406091370558
test,demand_spike,1011,SKU-001,normal_optimized,3,1611,2136,0.7542134831460674
test,demand_spike,1011,SKU-001,normal_optimized,4,1688,2210,0.7638009049773755
test,demand_spike,1011,SKU-001,normal_optimized,5,1613,2367,0.6814533164343051
test,demand_spike,1011,SKU-001,service_aware,2,1928,1970,0.9786802030456853
test,demand_spike,1011,SKU-001,service_aware,3,2136,2136,1.0
test,demand_spike,1011,SKU-001,service_aware,4,2210,2210,1.0
test,demand_spike,1011,SKU-001,service_aware,5,2332,2367,0.9852133502323617
test,demand_spike,1012,SKU-001,independent,2,1889,1970,0.9588832487309644
test,demand_spike,1012,SKU-001,independent,3,1945,2136,0.9105805243445693
test,demand_spike,1012,SKU-001,independent,4,2155,2210,0.9751131221719457
test,demand_spike,1012,SKU-001,independent,5,2275,2367,0.9611322348964935
test,demand_spike,1012,SKU-001,normal_optimized,2,1465,1970,0.7436548223350253
test,demand_spike,1012,SKU-001,normal_optimized,3,1516,2136,0.7097378277153558
test,demand_spike,1012,SKU-001,normal_optimized,4,1580,2210,0.7149321266968326
test,demand_spike,1012,SKU-001,normal_optimized,5,1501,2367,0.6341360371778623
test,demand_spike,1012,SKU-001,service_aware,2,1962,1970,0.9959390862944163
test,demand_spike,1012,SKU-001,service_aware,3,2083,2136,0.975187265917603
test,demand_spike,1012,SKU-001,service_aware,4,2210,2210,1.0
test,demand_spike,1012,SKU-001,service_aware,5,2367,2367,1.0
test,supplier_delay,1001,SKU-001,independent,2,1669,1701,0.9811875367430923
test,supplier_delay,1001,SKU-001,independent,3,1770,1811,0.97736057426836
test,supplier_delay,1001,SKU-001,independent,4,1869,1911,0.978021978021978
test,supplier_delay,1001,SKU-001,independent,5,1987,2037,0.9754540991654393
test,supplier_delay,1001,SKU-001,normal_optimized,2,425,1701,0.2498530276308054
test,supplier_delay,1001,SKU-001,normal_optimized,3,394,1811,0.21755935946990612
test,supplier_delay,1001,SKU-001,normal_optimized,4,413,1911,0.21611721611721613
test,supplier_delay,1001,SKU-001,normal_optimized,5,414,2037,0.203240058910162
test,supplier_delay,1001,SKU-001,service_aware,2,1701,1701,1.0
test,supplier_delay,1001,SKU-001,service_aware,3,1811,1811,1.0
test,supplier_delay,1001,SKU-001,service_aware,4,1909,1911,0.998953427524856
test,supplier_delay,1001,SKU-001,service_aware,5,2037,2037,1.0
test,supplier_delay,1002,SKU-001,independent,2,1701,1701,1.0
test,supplier_delay,1002,SKU-001,independent,3,1789,1811,0.9878520154610713
test,supplier_delay,1002,SKU-001,independent,4,1880,1911,0.9837781266352695
test,supplier_delay,1002,SKU-001,independent,5,2006,2037,0.9847815414825725
test,supplier_delay,1002,SKU-001,normal_optimized,2,382,1701,0.22457378012933568
test,supplier_delay,1002,SKU-001,normal_optimized,3,276,1811,0.15240198785201547
test,supplier_delay,1002,SKU-001,normal_optimized,4,436,1911,0.228152799581371
test,supplier_delay,1002,SKU-001,normal_optimized,5,402,2037,0.19734904270986744
test,supplier_delay,1002,SKU-001,service_aware,2,1701,1701,1.0
test,supplier_delay,1002,SKU-001,service_aware,3,1811,1811,1.0
test,supplier_delay,1002,SKU-001,service_aware,4,1901,1911,0.9947671376242805
test,supplier_delay,1002,SKU-001,service_aware,5,2037,2037,1.0
test,supplier_delay,1003,SKU-001,independent,2,1701,1701,1.0
test,supplier_delay,1003,SKU-001,independent,3,1798,1811,0.992821645499724
test,supplier_delay,1003,SKU-001,independent,4,1882,1911,0.9848246991104134
test,supplier_delay,1003,SKU-001,independent,5,1994,2037,0.9788905252822778
test,supplier_delay,1003,SKU-001,normal_optimized,2,330,1701,0.19400352733686066
test,supplier_delay,1003,SKU-001,normal_optimized,3,332,1811,0.18332413031474323
test,supplier_delay,1003,SKU-001,normal_optimized,4,375,1911,0.19623233908948196
test,supplier_delay,1003,SKU-001,normal_optimized,5,326,2037,0.16003927344133528
test,supplier_delay,1003,SKU-001,service_aware,2,1701,1701,1.0
test,supplier_delay,1003,SKU-001,service_aware,3,1811,1811,1.0
test,supplier_delay,1003,SKU-001,service_aware,4,1911,1911,1.0
test,supplier_delay,1003,SKU-001,service_aware,5,2037,2037,1.0
test,supplier_delay,1004,SKU-001,independent,2,1678,1701,0.9864785420340976
test,supplier_delay,1004,SKU-001,independent,3,1771,1811,0.9779127553837659
test,supplier_delay,1004,SKU-001,independent,4,1873,1911,0.9801151229722659
test,supplier_delay,1004,SKU-001,independent,5,2011,2037,0.9872361315660285
test,supplier_delay,1004,SKU-001,normal_optimized,2,479,1701,0.28159905937683716
test,supplier_delay,1004,SKU-001,normal_optimized,3,300,1811,0.16565433462175594
test,supplier_delay,1004,SKU-001,normal_optimized,4,404,1911,0.21140763997906856
test,supplier_delay,1004,SKU-001,normal_optimized,5,310,2037,0.15218458517427588
test,supplier_delay,1004,SKU-001,service_aware,2,1701,1701,1.0
test,supplier_delay,1004,SKU-001,service_aware,3,1811,1811,1.0
test,supplier_delay,1004,SKU-001,service_aware,4,1905,1911,0.9968602825745683
test,supplier_delay,1004,SKU-001,service_aware,5,2037,2037,1.0
test,supplier_delay,1005,SKU-001,independent,2,1695,1701,0.9964726631393298
test,supplier_delay,1005,SKU-001,independent,3,1775,1811,0.9801214798453893
test,supplier_delay,1005,SKU-001,independent,4,1866,1911,0.9764521193092621
test,supplier_delay,1005,SKU-001,independent,5,1999,2037,0.9813451153657339
test,supplier_delay,1005,SKU-001,normal_optimized,2,570,1701,0.3350970017636684
test,supplier_delay,1005,SKU-001,normal_optimized,3,479,1811,0.26449475427940367
test,supplier_delay,1005,SKU-001,normal_optimized,4,421,1911,0.22030350601779172
test,supplier_delay,1005,SKU-001,normal_optimized,5,418,2037,0.20520373097692685
test,supplier_delay,1005,SKU-001,service_aware,2,1701,1701,1.0
test,supplier_delay,1005,SKU-001,service_aware,3,1794,1811,0.9906129210381005
test,supplier_delay,1005,SKU-001,service_aware,4,1899,1911,0.9937205651491365
test,supplier_delay,1005,SKU-001,service_aware,5,2037,2037,1.0
test,supplier_delay,1006,SKU-001,independent,2,1689,1701,0.9929453262786596
test,supplier_delay,1006,SKU-001,independent,3,1782,1811,0.9839867476532302
test,supplier_delay,1006,SKU-001,independent,4,1891,1911,0.989534275248561
test,supplier_delay,1006,SKU-001,independent,5,2007,2037,0.9852724594992637
test,supplier_delay,1006,SKU-001,normal_optimized,2,453,1701,0.26631393298059963
test,supplier_delay,1006,SKU-001,normal_optimized,3,405,1811,0.22363335173937052
test,supplier_delay,1006,SKU-001,normal_optimized,4,481,1911,0.25170068027210885
test,supplier_delay,1006,SKU-001,normal_optimized,5,299,2037,0.14678448699067256
test,supplier_delay,1006,SKU-001,service_aware,2,1701,1701,1.0
test,supplier_delay,1006,SKU-001,service_aware,3,1811,1811,1.0
test,supplier_delay,1006,SKU-001,service_aware,4,1911,1911,1.0
test,supplier_delay,1006,SKU-001,service_aware,5,2035,2037,0.9990181639666176
test,supplier_delay,1007,SKU-001,independent,2,1699,1701,0.9988242210464433
test,supplier_delay,1007,SKU-001,independent,3,1789,1811,0.9878520154610713
test,supplier_delay,1007,SKU-001,independent,4,1867,1911,0.9769754055468342
test,supplier_delay,1007,SKU-001,independent,5,2007,2037,0.9852724594992637
test,supplier_delay,1007,SKU-001,normal_optimized,2,493,1701,0.2898295120517343
test,supplier_delay,1007,SKU-001,normal_optimized,3,379,1811,0.20927664273881832
test,supplier_delay,1007,SKU-001,normal_optimized,4,321,1911,0.16797488226059654
test,supplier_delay,1007,SKU-001,normal_optimized,5,278,2037,0.13647520864015708
test,supplier_delay,1007,SKU-001,service_aware,2,1701,1701,1.0
test,supplier_delay,1007,SKU-001,service_aware,3,1811,1811,1.0
test,supplier_delay,1007,SKU-001,service_aware,4,1911,1911,1.0
test,supplier_delay,1007,SKU-001,service_aware,5,2037,2037,1.0
test,supplier_delay,1008,SKU-001,independent,2,1691,1701,0.9941211052322163
test,supplier_delay,1008,SKU-001,independent,3,1783,1811,0.9845389287686361
test,supplier_delay,1008,SKU-001,independent,4,1887,1911,0.9874411302982732
test,supplier_delay,1008,SKU-001,independent,5,2001,2037,0.9823269513991163
test,supplier_delay,1008,SKU-001,normal_optimized,2,496,1701,0.2915931804820694
test,supplier_delay,1008,SKU-001,normal_optimized,3,463,1811,0.25565985643291
test,supplier_delay,1008,SKU-001,normal_optimized,4,388,1911,0.2030350601779173
test,supplier_delay,1008,SKU-001,normal_optimized,5,341,2037,0.16740304369170347
test,supplier_delay,1008,SKU-001,service_aware,2,1701,1701,1.0
test,supplier_delay,1008,SKU-001,service_aware,3,1811,1811,1.0
test,supplier_delay,1008,SKU-001,service_aware,4,1911,1911,1.0
test,supplier_delay,1008,SKU-001,service_aware,5,2033,2037,0.9980363279332352
test,supplier_delay,1009,SKU-001,independent,2,1684,1701,0.9900058788947678
test,supplier_delay,1009,SKU-001,independent,3,1766,1811,0.9751518498067366
test,supplier_delay,1009,SKU-001,independent,4,1897,1911,0.9926739926739927
test,supplier_delay,1009,SKU-001,independent,5,1980,2037,0.9720176730486009
test,supplier_delay,1009,SKU-001,normal_optimized,2,443,1701,0.260435038212816
test,supplier_delay,1009,SKU-001,normal_optimized,3,354,1811,0.195472114853672
test,supplier_delay,1009,SKU-001,normal_optimized,4,404,1911,0.21140763997906856
test,supplier_delay,1009,SKU-001,normal_optimized,5,373,2037,0.18311242022582228
test,supplier_delay,1009,SKU-001,service_aware,2,1701,1701,1.0
test,supplier_delay,1009,SKU-001,service_aware,3,1808,1811,0.9983434566537824
test,supplier_delay,1009,SKU-001,service_aware,4,1911,1911,1.0
test,supplier_delay,1009,SKU-001,service_aware,5,2037,2037,1.0
test,supplier_delay,1010,SKU-001,independent,2,1683,1701,0.9894179894179894
test,supplier_delay,1010,SKU-001,independent,3,1775,1811,0.9801214798453893
test,supplier_delay,1010,SKU-001,independent,4,1896,1911,0.9921507064364207
test,supplier_delay,1010,SKU-001,independent,5,1968,2037,0.9661266568483063
test,supplier_delay,1010,SKU-001,normal_optimized,2,425,1701,0.2498530276308054
test,supplier_delay,1010,SKU-001,normal_optimized,3,460,1811,0.25400331308669244
test,supplier_delay,1010,SKU-001,normal_optimized,4,408,1911,0.21350078492935637
test,supplier_delay,1010,SKU-001,normal_optimized,5,295,2037,0.14482081492390772
test,supplier_delay,1010,SKU-001,service_aware,2,1701,1701,1.0
test,supplier_delay,1010,SKU-001,service_aware,3,1807,1811,0.9977912755383765
test,supplier_delay,1010,SKU-001,service_aware,4,1911,1911,1.0
test,supplier_delay,1010,SKU-001,service_aware,5,2037,2037,1.0
test,supplier_delay,1011,SKU-001,independent,2,1688,1701,0.9923574368018813
test,supplier_delay,1011,SKU-001,independent,3,1804,1811,0.996134732192159
test,supplier_delay,1011,SKU-001,independent,4,1902,1911,0.9952904238618524
test,supplier_delay,1011,SKU-001,independent,5,1997,2037,0.9803632793323515
test,supplier_delay,1011,SKU-001,normal_optimized,2,421,1701,0.24750146972369194
test,supplier_delay,1011,SKU-001,normal_optimized,3,433,1811,0.2390944229707344
test,supplier_delay,1011,SKU-001,normal_optimized,4,448,1911,0.23443223443223443
test,supplier_delay,1011,SKU-001,normal_optimized,5,285,2037,0.13991163475699558
test,supplier_delay,1011,SKU-001,service_aware,2,1701,1701,1.0
test,supplier_delay,1011,SKU-001,service_aware,3,1811,1811,1.0
test,supplier_delay,1011,SKU-001,service_aware,4,1911,1911,1.0
test,supplier_delay,1011,SKU-001,service_aware,5,2037,2037,1.0
test,supplier_delay,1012,SKU-001,independent,2,1691,1701,0.9941211052322163
test,supplier_delay,1012,SKU-001,independent,3,1744,1811,0.9630038652678078
test,supplier_delay,1012,SKU-001,independent,4,1847,1911,0.9665096807953951
test,supplier_delay,1012,SKU-001,independent,5,1990,2037,0.976926853215513
test,supplier_delay,1012,SKU-001,normal_optimized,2,496,1701,0.2915931804820694
test,supplier_delay,1012,SKU-001,normal_optimized,3,510,1811,0.2816123688569851
test,supplier_delay,1012,SKU-001,normal_optimized,4,358,1911,0.18733647305075876
test,supplier_delay,1012,SKU-001,normal_optimized,5,347,2037,0.17034855179185077
test,supplier_delay,1012,SKU-001,service_aware,2,1701,1701,1.0
test,supplier_delay,1012,SKU-001,service_aware,3,1807,1811,0.9977912755383765
test,supplier_delay,1012,SKU-001,service_aware,4,1911,1911,1.0
test,supplier_delay,1012,SKU-001,service_aware,5,2037,2037,1.0
test,combined_stress,1001,SKU-001,independent,2,1482,1970,0.7522842639593909
test,combined_stress,1001,SKU-001,independent,3,1483,2136,0.6942883895131086
test,combined_stress,1001,SKU-001,independent,4,1655,2210,0.748868778280543
test,combined_stress,1001,SKU-001,independent,5,1591,2367,0.6721588508660752
test,combined_stress,1001,SKU-001,normal_optimized,2,312,1970,0.15837563451776648
test,combined_stress,1001,SKU-001,normal_optimized,3,323,2136,0.15121722846441948
test,combined_stress,1001,SKU-001,normal_optimized,4,276,2210,0.1248868778280543
test,combined_stress,1001,SKU-001,normal_optimized,5,351,2367,0.1482889733840304
test,combined_stress,1001,SKU-001,service_aware,2,1646,1970,0.8355329949238579
test,combined_stress,1001,SKU-001,service_aware,3,1649,2136,0.772003745318352
test,combined_stress,1001,SKU-001,service_aware,4,1973,2210,0.8927601809954752
test,combined_stress,1001,SKU-001,service_aware,5,1947,2367,0.8225602027883396
test,combined_stress,1002,SKU-001,independent,2,1493,1970,0.7578680203045686
test,combined_stress,1002,SKU-001,independent,3,1393,2136,0.6521535580524345
test,combined_stress,1002,SKU-001,independent,4,1620,2210,0.7330316742081447
test,combined_stress,1002,SKU-001,independent,5,1646,2367,0.6953950147866498
test,combined_stress,1002,SKU-001,normal_optimized,2,289,1970,0.1467005076142132
test,combined_stress,1002,SKU-001,normal_optimized,3,219,2136,0.10252808988764045
test,combined_stress,1002,SKU-001,normal_optimized,4,326,2210,0.14751131221719457
test,combined_stress,1002,SKU-001,normal_optimized,5,321,2367,0.13561470215462612
test,combined_stress,1002,SKU-001,service_aware,2,1719,1970,0.8725888324873097
test,combined_stress,1002,SKU-001,service_aware,3,1581,2136,0.7401685393258427
test,combined_stress,1002,SKU-001,service_aware,4,1911,2210,0.8647058823529412
test,combined_stress,1002,SKU-001,service_aware,5,1995,2367,0.8428390367553865
test,combined_stress,1003,SKU-001,independent,2,1399,1970,0.7101522842639594
test,combined_stress,1003,SKU-001,independent,3,1429,2136,0.6690074906367042
test,combined_stress,1003,SKU-001,independent,4,1629,2210,0.7371040723981901
test,combined_stress,1003,SKU-001,independent,5,1629,2367,0.688212927756654
test,combined_stress,1003,SKU-001,normal_optimized,2,277,1970,0.14060913705583755
test,combined_stress,1003,SKU-001,normal_optimized,3,275,2136,0.12874531835205993
test,combined_stress,1003,SKU-001,normal_optimized,4,273,2210,0.12352941176470589
test,combined_stress,1003,SKU-001,normal_optimized,5,252,2367,0.10646387832699619
test,combined_stress,1003,SKU-001,service_aware,2,1624,1970,0.8243654822335026
test,combined_stress,1003,SKU-001,service_aware,3,1625,2136,0.7607677902621723
test,combined_stress,1003,SKU-001,service_aware,4,1870,2210,0.8461538461538461
test,combined_stress,1003,SKU-001,service_aware,5,1957,2367,0.8267849598648078
test,combined_stress,1004,SKU-001,independent,2,1477,1970,0.749746192893401
test,combined_stress,1004,SKU-001,independent,3,1435,2136,0.6718164794007491
test,combined_stress,1004,SKU-001,independent,4,1580,2210,0.7149321266968326
test,combined_stress,1004,SKU-001,independent,5,1698,2367,0.7173637515842839
test,combined_stress,1004,SKU-001,normal_optimized,2,382,1970,0.19390862944162437
test,combined_stress,1004,SKU-001,normal_optimized,3,246,2136,0.1151685393258427
test,combined_stress,1004,SKU-001,normal_optimized,4,320,2210,0.14479638009049775
test,combined_stress,1004,SKU-001,normal_optimized,5,187,2367,0.07900295732995352
test,combined_stress,1004,SKU-001,service_aware,2,1627,1970,0.8258883248730965
test,combined_stress,1004,SKU-001,service_aware,3,1612,2136,0.7546816479400749
test,combined_stress,1004,SKU-001,service_aware,4,1768,2210,0.8
test,combined_stress,1004,SKU-001,service_aware,5,2025,2367,0.8555133079847909
test,combined_stress,1005,SKU-001,independent,2,1528,1970,0.7756345177664975
test,combined_stress,1005,SKU-001,independent,3,1441,2136,0.674625468164794
test,combined_stress,1005,SKU-001,independent,4,1641,2210,0.7425339366515837
test,combined_stress,1005,SKU-001,independent,5,1675,2367,0.7076468103084073
test,combined_stress,1005,SKU-001,normal_optimized,2,446,1970,0.2263959390862944
test,combined_stress,1005,SKU-001,normal_optimized,3,403,2136,0.18867041198501872
test,combined_stress,1005,SKU-001,normal_optimized,4,268,2210,0.12126696832579185
test,combined_stress,1005,SKU-001,normal_optimized,5,299,2367,0.1263202365863963
test,combined_stress,1005,SKU-001,service_aware,2,1717,1970,0.8715736040609137
test,combined_stress,1005,SKU-001,service_aware,3,1663,2136,0.778558052434457
test,combined_stress,1005,SKU-001,service_aware,4,1971,2210,0.8918552036199096
test,combined_stress,1005,SKU-001,service_aware,5,1967,2367,0.8310097169412759
test,combined_stress,1006,SKU-001,independent,2,1514,1970,0.7685279187817259
test,combined_stress,1006,SKU-001,independent,3,1456,2136,0.6816479400749064
test,combined_stress,1006,SKU-001,independent,4,1713,2210,0.7751131221719457
test,combined_stress,1006,SKU-001,independent,5,1694,2367,0.7156738487536967
test,combined_stress,1006,SKU-001,normal_optimized,2,308,1970,0.15634517766497463
test,combined_stress,1006,SKU-001,normal_optimized,3,312,2136,0.14606741573033707
test,combined_stress,1006,SKU-001,normal_optimized,4,329,2210,0.14886877828054298
test,combined_stress,1006,SKU-001,normal_optimized,5,192,2367,0.08111533586818757
test,combined_stress,1006,SKU-001,service_aware,2,1714,1970,0.8700507614213198
test,combined_stress,1006,SKU-001,service_aware,3,1678,2136,0.7855805243445693
test,combined_stress,1006,SKU-001,service_aware,4,1960,2210,0.8868778280542986
test,combined_stress,1006,SKU-001,service_aware,5,1958,2367,0.8272074355724546
test,combined_stress,1007,SKU-001,independent,2,1495,1970,0.7588832487309645
test,combined_stress,1007,SKU-001,independent,3,1436,2136,0.6722846441947565
test,combined_stress,1007,SKU-001,independent,4,1518,2210,0.6868778280542986
test,combined_stress,1007,SKU-001,independent,5,1624,2367,0.6861005492184199
test,combined_stress,1007,SKU-001,normal_optimized,2,387,1970,0.1964467005076142
test,combined_stress,1007,SKU-001,normal_optimized,3,295,2136,0.13810861423220974
test,combined_stress,1007,SKU-001,normal_optimized,4,263,2210,0.11900452488687782
test,combined_stress,1007,SKU-001,normal_optimized,5,240,2367,0.10139416983523447
test,combined_stress,1007,SKU-001,service_aware,2,1618,1970,0.8213197969543147
test,combined_stress,1007,SKU-001,service_aware,3,1607,2136,0.7523408239700374
test,combined_stress,1007,SKU-001,service_aware,4,1789,2210,0.8095022624434389
test,combined_stress,1007,SKU-001,service_aware,5,1864,2367,0.7874947190536544
test,combined_stress,1008,SKU-001,independent,2,1444,1970,0.732994923857868
test,combined_stress,1008,SKU-001,independent,3,1429,2136,0.6690074906367042
test,combined_stress,1008,SKU-001,independent,4,1625,2210,0.7352941176470589
test,combined_stress,1008,SKU-001,independent,5,1613,2367,0.6814533164343051
test,combined_stress,1008,SKU-001,normal_optimized,2,378,1970,0.1918781725888325
test,combined_stress,1008,SKU-001,normal_optimized,3,402,2136,0.18820224719101122
test,combined_stress,1008,SKU-001,normal_optimized,4,300,2210,0.13574660633484162
test,combined_stress,1008,SKU-001,normal_optimized,5,273,2367,0.11533586818757921
test,combined_stress,1008,SKU-001,service_aware,2,1582,1970,0.8030456852791878
test,combined_stress,1008,SKU-001,service_aware,3,1574,2136,0.7368913857677902
test,combined_stress,1008,SKU-001,service_aware,4,1925,2210,0.8710407239819005
test,combined_stress,1008,SKU-001,service_aware,5,1866,2367,0.788339670468948
test,combined_stress,1009,SKU-001,independent,2,1458,1970,0.7401015228426396
test,combined_stress,1009,SKU-001,independent,3,1446,2136,0.6769662921348315
test,combined_stress,1009,SKU-001,independent,4,1596,2210,0.7221719457013575
test,combined_stress,1009,SKU-001,independent,5,1608,2367,0.679340937896071
test,combined_stress,1009,SKU-001,normal_optimized,2,318,1970,0.16142131979695432
test,combined_stress,1009,SKU-001,normal_optimized,3,284,2136,0.13295880149812733
test,combined_stress,1009,SKU-001,normal_optimized,4,298,2210,0.134841628959276
test,combined_stress,1009,SKU-001,normal_optimized,5,285,2367,0.12040557667934093
test,combined_stress,1009,SKU-001,service_aware,2,1626,1970,0.8253807106598985
test,combined_stress,1009,SKU-001,service_aware,3,1600,2136,0.7490636704119851
test,combined_stress,1009,SKU-001,service_aware,4,1892,2210,0.8561085972850678
test,combined_stress,1009,SKU-001,service_aware,5,1914,2367,0.8086185044359949
test,combined_stress,1010,SKU-001,independent,2,1451,1970,0.7365482233502538
test,combined_stress,1010,SKU-001,independent,3,1504,2136,0.704119850187266
test,combined_stress,1010,SKU-001,independent,4,1561,2210,0.7063348416289593
test,combined_stress,1010,SKU-001,independent,5,1583,2367,0.6687790452049007
test,combined_stress,1010,SKU-001,normal_optimized,2,332,1970,0.16852791878172588
test,combined_stress,1010,SKU-001,normal_optimized,3,358,2136,0.16760299625468164
test,combined_stress,1010,SKU-001,normal_optimized,4,333,2210,0.1506787330316742
test,combined_stress,1010,SKU-001,normal_optimized,5,245,2367,0.10350654837346852
test,combined_stress,1010,SKU-001,service_aware,2,1619,1970,0.8218274111675127
test,combined_stress,1010,SKU-001,service_aware,3,1691,2136,0.7916666666666666
test,combined_stress,1010,SKU-001,service_aware,4,1750,2210,0.7918552036199095
test,combined_stress,1010,SKU-001,service_aware,5,1820,2367,0.7689057879171948
test,combined_stress,1011,SKU-001,independent,2,1435,1970,0.7284263959390863
test,combined_stress,1011,SKU-001,independent,3,1529,2136,0.7158239700374532
test,combined_stress,1011,SKU-001,independent,4,1597,2210,0.7226244343891403
test,combined_stress,1011,SKU-001,independent,5,1617,2367,0.6831432192648923
test,combined_stress,1011,SKU-001,normal_optimized,2,363,1970,0.18426395939086293
test,combined_stress,1011,SKU-001,normal_optimized,3,325,2136,0.15215355805243447
test,combined_stress,1011,SKU-001,normal_optimized,4,342,2210,0.15475113122171946
test,combined_stress,1011,SKU-001,normal_optimized,5,209,2367,0.08829742289818335
test,combined_stress,1011,SKU-001,service_aware,2,1624,1970,0.8243654822335026
test,combined_stress,1011,SKU-001,service_aware,3,1745,2136,0.8169475655430711
test,combined_stress,1011,SKU-001,service_aware,4,1926,2210,0.8714932126696833
test,combined_stress,1011,SKU-001,service_aware,5,1936,2367,0.8179129700042248
test,combined_stress,1012,SKU-001,independent,2,1482,1970,0.7522842639593909
test,combined_stress,1012,SKU-001,independent,3,1490,2136,0.697565543071161
test,combined_stress,1012,SKU-001,independent,4,1473,2210,0.6665158371040724
test,combined_stress,1012,SKU-001,independent,5,1557,2367,0.6577946768060836
test,combined_stress,1012,SKU-001,normal_optimized,2,378,1970,0.1918781725888325
test,combined_stress,1012,SKU-001,normal_optimized,3,427,2136,0.1999063670411985
test,combined_stress,1012,SKU-001,normal_optimized,4,314,2210,0.1420814479638009
test,combined_stress,1012,SKU-001,normal_optimized,5,299,2367,0.1263202365863963
test,combined_stress,1012,SKU-001,service_aware,2,1678,1970,0.8517766497461929
test,combined_stress,1012,SKU-001,service_aware,3,1637,2136,0.7663857677902621
test,combined_stress,1012,SKU-001,service_aware,4,1778,2210,0.8045248868778281
test,combined_stress,1012,SKU-001,service_aware,5,1863,2367,0.7870722433460076
validation,normal,1001,SKU-002,independent,2,877,877,1.0
validation,normal,1001,SKU-002,independent,3,991,995,0.9959798994974874
validation,normal,1001,SKU-002,independent,4,1032,1036,0.9961389961389961
validation,normal,1001,SKU-002,independent,5,1153,1153,1.0
validation,normal,1001,SKU-002,normal_optimized,2,877,877,1.0
validation,normal,1001,SKU-002,normal_optimized,3,990,995,0.9949748743718593
validation,normal,1001,SKU-002,normal_optimized,4,1032,1036,0.9961389961389961
validation,normal,1001,SKU-002,normal_optimized,5,1148,1153,0.9956634865568084
validation,normal,1001,SKU-002,service_aware,2,877,877,1.0
validation,normal,1001,SKU-002,service_aware,3,995,995,1.0
validation,normal,1001,SKU-002,service_aware,4,1036,1036,1.0
validation,normal,1001,SKU-002,service_aware,5,1153,1153,1.0
validation,normal,1002,SKU-002,independent,2,877,877,1.0
validation,normal,1002,SKU-002,independent,3,995,995,1.0
validation,normal,1002,SKU-002,independent,4,1035,1036,0.999034749034749
validation,normal,1002,SKU-002,independent,5,1153,1153,1.0
validation,normal,1002,SKU-002,normal_optimized,2,877,877,1.0
validation,normal,1002,SKU-002,normal_optimized,3,995,995,1.0
validation,normal,1002,SKU-002,normal_optimized,4,1031,1036,0.9951737451737451
validation,normal,1002,SKU-002,normal_optimized,5,1147,1153,0.99479618386817
validation,normal,1002,SKU-002,service_aware,2,877,877,1.0
validation,normal,1002,SKU-002,service_aware,3,995,995,1.0
validation,normal,1002,SKU-002,service_aware,4,1036,1036,1.0
validation,normal,1002,SKU-002,service_aware,5,1153,1153,1.0
validation,normal,1003,SKU-002,independent,2,874,877,0.9965792474344356
validation,normal,1003,SKU-002,independent,3,994,995,0.9989949748743718
validation,normal,1003,SKU-002,independent,4,1036,1036,1.0
validation,normal,1003,SKU-002,independent,5,1153,1153,1.0
validation,normal,1003,SKU-002,normal_optimized,2,872,877,0.9942987457240593
validation,normal,1003,SKU-002,normal_optimized,3,988,995,0.992964824120603
validation,normal,1003,SKU-002,normal_optimized,4,1030,1036,0.9942084942084942
validation,normal,1003,SKU-002,normal_optimized,5,1152,1153,0.9991326973113617
validation,normal,1003,SKU-002,service_aware,2,877,877,1.0
validation,normal,1003,SKU-002,service_aware,3,995,995,1.0
