receipt_id,node_id,sku,dispatch_date,receipt_date,quantity
536,2,SKU-001,2023-01-21,2023-01-22,32
537,2,SKU-001,2023-01-31,2023-02-03,75
538,2,SKU-001,2023-02-10,2023-02-11,85
539,2,SKU-001,2023-02-20,2023-02-22,77
540,2,SKU-001,2023-03-02,2023-03-03,43
541,2,SKU-001,2023-03-12,2023-03-15,60
542,2,SKU-001,2023-03-22,2023-03-25,85
543,2,SKU-001,2023-04-01,2023-04-02,35
544,2,SKU-001,2023-04-11,2023-04-14,96
545,2,SKU-001,2023-04-21,2023-04-24,32
546,2,SKU-001,2023-05-01,2023-05-02,43
547,2,SKU-001,2023-05-11,2023-05-13,72
548,2,SKU-001,2023-05-21,2023-05-24,63
549,2,SKU-001,2023-05-31,2023-06-02,72
550,2,SKU-001,2023-06-10,2023-06-13,61
551,2,SKU-001,2023-06-20,2023-06-21,88
552,2,SKU-001,2023-06-30,2023-07-01,97
553,2,SKU-001,2023-07-10,2023-07-13,83
554,2,SKU-001,2023-07-20,2023-07-21,71
555,2,SKU-001,2023-07-30,2023-08-02,56
556,2,SKU-001,2023-08-09,2023-08-10,74
557,2,SKU-001,2023-08-19,2023-08-22,85
558,2,SKU-001,2023-08-29,2023-08-30,85
559,2,SKU-001,2023-09-08,2023-09-11,30
560,2,SKU-001,2023-09-18,2023-09-20,78
561,2,SKU-001,2023-09-28,2023-09-30,44
562,2,SKU-001,2023-10-08,2023-10-11,67
563,2,SKU-001,2023-10-18,2023-10-21,82
564,2,SKU-001,2023-10-28,2023-10-29,97
565,2,SKU-001,2023-11-07,2023-11-08,32
566,2,SKU-001,2023-11-17,2023-11-18,52
567,2,SKU-001,2023-11-27,2023-11-28,34
568,2,SKU-001,2023-12-07,2023-12-10,83
569,2,SKU-001,2023-12-17,2023-12-18,42
570,2,SKU-001,2023-12-27,2023-12-30,38
571,2,SKU-001,2024-01-06,2024-01-07,36
572,2,SKU-001,2024-01-16,2024-01-19,79
573,2,SKU-001,2024-01-26,2024-01-28,36
574,2,SKU-001,2024-02-05,2024-02-07,61
575,2,SKU-001,2024-02-15,2024-02-16,41
576,2,SKU-001,2024-02-25,2024-02-26,74
577,2,SKU-001,2024-03-06,2024-03-08,40
578,2,SKU-001,2024-03-16,2024-03-17,46
579,2,SKU-001,2024-03-26,2024-03-29,89
580,2,SKU-001,2024-04-05,2024-04-06,31
581,2,SKU-001,2024-04-15,2024-04-18,32
582,2,SKU-001,2024-04-25,2024-04-26,81
583,2,SKU-001,2024-05-05,2024-05-06,44
584,2,SKU-001,2024-05-15,2024-05-17,46
585,2,SKU-001,2024-05-25,2024-05-27,30
586,2,SKU-001,2024-06-04,2024-06-07,65
587,2,SKU-001,2024-06-14,2024-06-16,57
588,2,SKU-001,2024-06-24,2024-06-26,88
589,2,SKU-001,2024-07-04,2024-07-07,37
590,2,SKU-001,2024-07-14,2024-07-15,99
591,2,SKU-001,2024-07-24,2024-07-27,33
592,2,SKU-001,2024-08-03,2024-08-06,45
593,2,SKU-001,2024-08-13,2024-08-14,39
594,2,SKU-001,2024-08-23,2024-08-24,84
595,2,SKU-001,2024-09-02,2024-09-03,49
596,2,SKU-001,2024-09-12,2024-09-14,31
597,2,SKU-001,2024-09-22,2024-09-23,67
598,2,SKU-001,2024-10-02,2024-10-04,46
599,2,SKU-001,2024-10-12,2024-10-13,73
600,2,SKU-001,2024-10-22,2024-10-23,61
601,2,SKU-001,2024-11-01,2024-11-04,36
602,2,SKU-001,2024-11-11,2024-11-14,93
603,2,SKU-001,2024-11-21,2024-11-24,45
604,2,SKU-001,2024-12-01,2024-12-02,30
605,2,SKU-001,2024-12-11,2024-12-12,70
606,2,SKU-001,2024-12-21,2024-12-24,87
607,2,SKU-001,2024-12-31,2025-01-01,64
608,2,SKU-001,2025-01-10,2025-01-11,89
609,2,SKU-001,2025-01-20,2025-01-23,35
610,2,SKU-001,2025-01-30,2025-02-02,49
611,2,SKU-001,2025-02-09,2025-02-12,74
612,2,SKU-001,2025-02-19,2025-02-21,84
613,2,SKU-001,2025-03-01,2025-03-02,35
614,2,SKU-001,2025-03-11,2025-03-14,72
615,2,SKU-001,2025-03-21,2025-03-23,83
616,2,SKU-001,2025-03-31,2025-04-02,38
617,2,SKU-001,2025-04-10,2025-04-11,40
618,2,SKU-001,2025-04-20,2025-04-21,65
619,2,SKU-001,2025-04-30,2025-05-02,60
620,2,SKU-001,2025-05-10,2025-05-11,59
621,2,SKU-001,2025-05-20,2025-05-22,90
622,2,SKU-001,2025-05-30,2025-05-31,34
623,2,SKU-002,2023-01-01,2023-01-03,81
624,2,SKU-002,2023-01-11,2023-01-12,87
625,2,SKU-002,2023-01-21,2023-01-22,56
626,2,SKU-002,2023-01-31,2023-02-03,78
627,2,SKU-002,2023-02-10,2023-02-13,71
628,2,SKU-002,2023-02-20,2023-02-21,48
629,2,SKU-002,2023-03-02,2023-03-03,65
630,2,SKU-002,2023-03-12,2023-03-13,34
631,2,SKU-002,2023-03-22,2023-03-23,86
632,2,SKU-002,2023-04-01,2023-04-03,33
633,2,SKU-002,2023-04-11,2023-04-12,50
634,2,SKU-002,2023-04-21,2023-04-22,58
635,2,SKU-002,2023-05-01,2023-05-02,64
636,2,SKU-002,2023-05-11,2023-05-13,67
637,2,SKU-002,2023-05-21,2023-05-22,72
638,2,SKU-002,2023-05-31,2023-06-01,94
639,2,SKU-002,2023-06-10,2023-06-12,63
640,2,SKU-002,2023-06-20,2023-06-21,75
641,2,SKU-002,2023-06-30,2023-07-01,36
642,2,SKU-002,2023-07-10,2023-07-12,88
643,2,SKU-002,2023-07-20,2023-07-23,53
644,2,SKU-002,2023-07-30,2023-08-01,71
645,2,SKU-002,2023-08-09,2023-08-10,98
646,2,SKU-002,2023-08-19,2023-08-20,83
647,2,SKU-002,2023-08-29,2023-09-01,58
648,2,SKU-002,2023-09-08,2023-09-10,61
649,2,SKU-002,2023-09-18,2023-09-19,40
650,2,SKU-002,2023-09-28,2023-09-29,74
651,2,SKU-002,2023-10-08,2023-10-11,68
652,2,SKU-002,2023-10-18,2023-10-20,71
653,2,SKU-002,2023-10-28,2023-10-30,48
654,2,SKU-002,2023-11-07,2023-11-08,79
655,2,SKU-002,2023-11-17,2023-11-19,50
656,2,SKU-002,2023-11-27,2023-11-28,61
657,2,SKU-002,2023-12-07,2023-12-09,40
658,2,SKU-002,2023-12-17,2023-12-20,80
659,2,SKU-002,2023-12-27,2023-12-29,42
660,2,SKU-002,2024-01-06,2024-01-09,71
661,2,SKU-002,2024-01-16,2024-01-18,87
662,2,SKU-002,2024-01-26,2024-01-28,71
663,2,SKU-002,2024-02-05,2024-02-06,72
664,2,SKU-002,2024-02-15,2024-02-18,91
665,2,SKU-002,2024-02-25,2024-02-26,99
666,2,SKU-002,2024-03-06,2024-03-07,43
667,2,SKU-002,2024-03-16,2024-03-18,63
668,2,SKU-002,2024-03-26,2024-03-27,55
669,2,SKU-002,2024-04-05,2024-04-08,34
670,2,SKU-002,2024-04-15,2024-04-16,55
671,2,SKU-002,2024-04-25,2024-04-27,78
672,2,SKU-002,2024-05-05,2024-05-08,89
673,2,SKU-002,2024-05-15,2024-05-18,87
674,2,SKU-002,2024-05-25,2024-05-27,31
675,2,SKU-002,2024-06-04,2024-06-07,57
676,2,SKU-002,2024-06-14,2024-06-15,96
677,2,SKU-002,2024-06-24,2024-06-26,68
678,2,SKU-002,2024-07-04,2024-07-05,98
679,2,SKU-002,2024-07-14,2024-07-15,54
680,2,SKU-002,2024-07-24,2024-07-27,57
681,2,SKU-002,2024-08-03,2024-08-06,61
682,2,SKU-002,2024-08-13,2024-08-15,89
683,2,SKU-002,2024-08-23,2024-08-26,50
684,2,SKU-002,2024-09-02,2024-09-03,60
685,2,SKU-002,2024-09-12,2024-09-13,84
686,2,SKU-002,2024-09-22,2024-09-25,53
687,2,SKU-002,2024-10-02,2024-10-03,58
688,2,SKU-002,2024-10-12,2024-10-13,91
689,2,SKU-002,2024-10-22,2024-10-25,54
690,2,SKU-002,2024-11-01,2024-11-02,68
691,2,SKU-002,2024-11-11,2024-11-13,34
692,2,SKU-002,2024-11-21,2024-11-22,96
693,2,SKU-002,2024-12-01,2024-12-02,76
694,2,SKU-002,2024-12-11,2024-12-12,97
695,2,SKU-002,2024-12-21,2024-12-23,86
696,2,SKU-002,2024-12-31,2025-01-03,83
697,2,SKU-002,2025-01-10,2025-01-11,39
698,2,SKU-002,2025-01-20,2025-01-21,64
699,2,SKU-002,2025-01-30,2025-01-31,31
700,2,SKU-002,2025-02-09,2025-02-10,69
701,2,SKU-002,2025-02-19,2025-02-20,96
702,2,SKU-002,2025-03-01,2025-03-02,57
703,2,SKU-002,2025-03-11,2025-03-12,54
704,2,SKU-002,2025-03-21,2025-03-23,50
705,2,SKU-002,2025-03-31,2025-04-02,70
706,2,SKU-002,2025-04-10,2025-04-13,93
707,2,SKU-002,2025-04-20,2025-04-21,71
708,2,SKU-002,2025-04-30,2025-05-01,82
709,2,SKU-002,2025-05-10,2025-05-11,55
710,2,SKU-002,2025-05-20,2025-05-23,55
711,2,SKU-002,2025-05-30,2025-05-31,46
712,2,SKU-003,2023-01-01,2023-01-03,36
713,2,SKU-003,2023-01-11,2023-01-14,88
714,2,SKU-003,2023-01-21,2023-01-22,80
715,2,SKU-003,2023-01-31,2023-02-01,39
716,2,SKU-003,2023-02-10,2023-02-12,67
717,2,SKU-003,2023-02-20,2023-02-23,73
718,2,SKU-003,2023-03-02,2023-03-03,90
719,2,SKU-003,2023-03-12,2023-03-13,39
720,2,SKU-003,2023-03-22,2023-03-23,37
721,2,SKU-003,2023-04-01,2023-04-02,48
722,2,SKU-003,2023-04-11,2023-04-14,46
723,2,SKU-003,2023-04-21,2023-04-23,40
724,2,SKU-003,2023-05-01,2023-05-02,91
725,2,SKU-003,2023-05-11,2023-05-12,99
726,2,SKU-003,2023-05-21,2023-05-22,75
727,2,SKU-003,2023-05-31,2023-06-01,83
728,2,SKU-003,2023-06-10,2023-06-13,66
729,2,SKU-003,2023-06-20,2023-06-22,73
730,2,SKU-003,2023-06-30,2023-07-02,89
731,2,SKU-003,2023-07-10,2023-07-13,92
732,2,SKU-003,2023-07-20,2023-07-21,52
733,2,SKU-003,2023-07-30,2023-07-31,85
734,2,SKU-003,2023-08-09,2023-08-10,31
735,2,SKU-003,2023-08-19,2023-08-22,38
736,2,SKU-003,2023-08-29,2023-09-01,50
737,2,SKU-003,2023-09-08,2023-09-10,64
738,2,SKU-003,2023-09-18,2023-09-19,46
739,2,SKU-003,2023-09-28,2023-09-29,90
740,2,SKU-003,2023-10-08,2023-10-09,67
741,2,SKU-003,2023-10-18,2023-10-21,58
742,2,SKU-003,2023-10-28,2023-10-31,85
743,2,SKU-003,2023-11-07,2023-11-09,79
744,2,SKU-003,2023-11-17,2023-11-20,82
745,2,SKU-003,2023-11-27,2023-11-28,52
746,2,SKU-003,2023-12-07,2023-12-10,51
747,2,SKU-003,2023-12-17,2023-12-19,51
748,2,SKU-003,2023-12-27,2023-12-28,85
749,2,SKU-003,2024-01-06,2024-01-08,56
750,2,SKU-003,2024-01-16,2024-01-18,38
751,2,SKU-003,2024-01-26,2024-01-27,65
752,2,SKU-003,2024-02-05,2024-02-08,44
753,2,SKU-003,2024-02-15,2024-02-16,70
754,2,SKU-003,2024-02-25,2024-02-26,66
755,2,SKU-003,2024-03-06,2024-03-08,48
756,2,SKU-003,2024-03-16,2024-03-17,94
757,2,SKU-003,2024-03-26,2024-03-28,60
758,2,SKU-003,2024-04-05,2024-04-06,67
759,2,SKU-003,2024-04-15,2024-04-18,79
760,2,SKU-003,2024-04-25,2024-04-27,74
761,2,SKU-003,2024-05-05,2024-05-06,32
762,2,SKU-003,2024-05-15,2024-05-17,64
763,2,SKU-003,2024-05-25,2024-05-28,93
764,2,SKU-003,2024-06-04,2024-06-07,92
765,2,SKU-003,2024-06-14,2024-06-16,39
766,2,SKU-003,2024-06-24,2024-06-26,50
767,2,SKU-003,2024-07-04,2024-07-07,49
768,2,SKU-003,2024-07-14,2024-07-17,94
769,2,SKU-003,2024-07-24,2024-07-25,97
770,2,SKU-003,2024-08-03,2024-08-04,60
771,2,SKU-003,2024-08-13,2024-08-16,78
772,2,SKU-003,2024-08-23,2024-08-24,41
773,2,SKU-003,2024-09-02,2024-09-04,76
774,2,SKU-003,2024-09-12,2024-09-14,33
775,2,SKU-003,2024-09-22,2024-09-23,35
776,2,SKU-003,2024-10-02,2024-10-05,57
777,2,SKU-003,2024-10-12,2024-10-13,89
778,2,SKU-003,2024-10-22,2024-10-25,30
779,2,SKU-003,2024-11-01,2024-11-04,53
780,2,SKU-003,2024-11-11,2024-11-14,74
781,2,SKU-003,2024-11-21,2024-11-22,51
782,2,SKU-003,2024-12-01,2024-12-02,30
783,2,SKU-003,2024-12-11,2024-12-12,67
784,2,SKU-003,2024-12-21,2024-12-23,38
785,2,SKU-003,2024-12-31,2025-01-02,52
786,2,SKU-003,2025-01-10,2025-01-12,92
787,2,SKU-003,2025-01-20,2025-01-21,71
788,2,SKU-003,2025-01-30,2025-02-02,81
789,2,SKU-003,2025-02-09,2025-02-10,41
790,2,SKU-003,2025-02-19,2025-02-20,82
791,2,SKU-003,2025-03-01,2025-03-02,41
792,2,SKU-003,2025-03-11,2025-03-12,91
793,2,SKU-003,2025-03-21,2025-03-22,78
794,2,SKU-003,2025-03-31,2025-04-03,76
795,2,SKU-003,2025-04-10,2025-04-11,45
796,2,SKU-003,2025-04-20,2025-04-21,60
797,2,SKU-003,2025-04-30,2025-05-03,32
798,2,SKU-003,2025-05-10,2025-05-11,54
799,2,SKU-003,2025-05-20,2025-05-22,31
800,2,SKU-003,2025-05-30,2025-06-01,30
801,3,SKU-001,2023-01-01,2023-01-02,42
802,3,SKU-001,2023-01-11,2023-01-12,77
803,3,SKU-001,2023-01-21,2023-01-24,46
804,3,SKU-001,2023-01-31,2023-02-01,93
805,3,SKU-001,2023-02-10,2023-02-13,68
806,3,SKU-001,2023-02-20,2023-02-22,61
807,3,SKU-001,2023-03-02,2023-03-05,59
808,3,SKU-001,2023-03-12,2023-03-13,61
809,3,SKU-001,2023-03-22,2023-03-25,44
810,3,SKU-001,2023-04-01,2023-04-02,59
811,3,SKU-001,2023-04-11,2023-04-12,30
812,3,SKU-001,2023-04-21,2023-04-23,59
813,3,SKU-001,2023-05-01,2023-05-03,56
814,3,SKU-001,2023-05-11,2023-05-12,32
815,3,SKU-001,2023-05-21,2023-05-23,72
816,3,SKU-001,2023-05-31,2023-06-01,85
817,3,SKU-001,2023-06-10,2023-06-11,43
818,3,SKU-001,2023-06-20,2023-06-21,62
819,3,SKU-001,2023-06-30,2023-07-01,93
820,3,SKU-001,2023-07-10,2023-07-11,92
821,3,SKU-001,2023-07-20,2023-07-21,48
822,3,SKU-001,2023-07-30,2023-07-31,45
823,3,SKU-001,2023-08-09,2023-08-11,45
824,3,SKU-001,2023-08-19,2023-08-20,71
825,3,SKU-001,2023-08-29,2023-08-31,88
826,3,SKU-001,2023-09-08,2023-09-10,47
827,3,SKU-001,2023-09-18,2023-09-21,74
828,3,SKU-001,2023-09-28,2023-10-01,79
829,3,SKU-001,2023-10-08,2023-10-09,39
830,3,SKU-001,2023-10-18,2023-10-20,36
831,3,SKU-001,2023-10-28,2023-10-31,36
832,3,SKU-001,2023-11-07,2023-11-08,61
833,3,SKU-001,2023-11-17,2023-11-20,47
834,3,SKU-001,2023-11-27,2023-11-28,54
835,3,SKU-001,2023-12-07,2023-12-08,98
836,3,SKU-001,2023-12-17,2023-12-18,52
837,3,SKU-001,2023-12-27,2023-12-29,53
838,3,SKU-001,2024-01-06,2024-01-09,81
839,3,SKU-001,2024-01-16,2024-01-17,95
840,3,SKU-001,2024-01-26,2024-01-27,75
841,3,SKU-001,2024-02-05,2024-02-06,83
842,3,SKU-001,2024-02-15,2024-02-18,45
843,3,SKU-001,2024-02-25,2024-02-26,43
844,3,SKU-001,2024-03-06,2024-03-07,99
845,3,SKU-001,2024-03-16,2024-03-18,97
846,3,SKU-001,2024-03-26,2024-03-27,54
847,3,SKU-001,2024-04-05,2024-04-08,86
848,3,SKU-001,2024-04-15,2024-04-17,49
849,3,SKU-001,2024-04-25,2024-04-26,33
850,3,SKU-001,2024-05-05,2024-05-08,78
851,3,SKU-001,2024-05-15,2024-05-17,67
852,3,SKU-001,2024-05-25,2024-05-27,33
853,3,SKU-001,2024-06-04,2024-06-05,59
854,3,SKU-001,2024-06-14,2024-06-15,71
855,3,SKU-001,2024-06-24,2024-06-25,57
856,3,SKU-001,2024-07-04,2024-07-05,33
857,3,SKU-001,2024-07-14,2024-07-17,95
858,3,SKU-001,2024-07-24,2024-07-27,94
859,3,SKU-001,2024-08-03,2024-08-05,92
860,3,SKU-001,2024-08-13,2024-08-14,78
861,3,SKU-001,2024-08-23,2024-08-24,93
862,3,SKU-001,2024-09-02,2024-09-04,89
863,3,SKU-001,2024-09-12,2024-09-13,68
864,3,SKU-001,2024-09-22,2024-09-24,65
865,3,SKU-001,2024-10-02,2024-10-03,73
866,3,SKU-001,2024-10-12,2024-10-13,49
867,3,SKU-001,2024-10-22,2024-10-25,38
868,3,SKU-001,2024-11-01,2024-11-04,95
869,3,SKU-001,2024-11-11,2024-11-13,64
870,3,SKU-001,2024-11-21,2024-11-24,36
871,3,SKU-001,2024-12-01,2024-12-04,96
872,3,SKU-001,2024-12-11,2024-12-12,86
873,3,SKU-001,2024-12-21,2024-12-22,75
874,3,SKU-001,2024-12-31,2025-01-03,99
875,3,SKU-001,2025-01-10,2025-01-11,87
876,3,SKU-001,2025-01-20,2025-01-21,35
877,3,SKU-001,2025-01-30,2025-02-01,80
878,3,SKU-001,2025-02-09,2025-02-10,38
879,3,SKU-001,2025-02-19,2025-02-20,84
880,3,SKU-001,2025-03-01,2025-03-02,48
881,3,SKU-001,2025-03-11,2025-03-12,54
882,3,SKU-001,2025-03-21,2025-03-22,88
883,3,SKU-001,2025-03-31,2025-04-01,39
884,3,SKU-001,2025-04-10,2025-04-12,96
885,3,SKU-001,2025-04-20,2025-04-21,38
886,3,SKU-001,2025-04-30,2025-05-03,31
887,3,SKU-001,2025-05-10,2025-05-12,31
888,3,SKU-001,2025-05-20,2025-05-21,86
889,3,SKU-001,2025-05-30,2025-05-31,63
890,3,SKU-002,2023-01-01,2023-01-03,65
891,3,SKU-002,2023-01-11,2023-01-13,88
892,3,SKU-002,2023-01-21,2023-01-23,65
893,3,SKU-002,2023-01-31,2023-02-03,96
894,3,SKU-002,2023-02-10,2023-02-11,30
895,3,SKU-002,2023-02-20,2023-02-21,41
896,3,SKU-002,2023-03-02,2023-03-03,85
897,3,SKU-002,2023-03-12,2023-03-13,94
898,3,SKU-002,2023-03-22,2023-03-23,79
899,3,SKU-002,2023-04-01,2023-04-02,50
900,3,SKU-002,2023-04-11,2023-04-14,88
901,3,SKU-002,2023-04-21,2023-04-22,45
902,3,SKU-002,2023-05-01,2023-05-03,60
903,3,SKU-002,2023-05-11,2023-05-13,84
904,3,SKU-002,2023-05-21,2023-05-23,58
905,3,SKU-002,2023-05-31,2023-06-02,87
906,3,SKU-002,2023-06-10,2023-06-11,72
907,3,SKU-002,2023-06-20,2023-06-21,90
908,3,SKU-002,2023-06-30,2023-07-01,46
909,3,SKU-002,2023-07-10,2023-07-13,74
910,3,SKU-002,2023-07-20,2023-07-21,76
911,3,SKU-002,2023-07-30,2023-07-31,59
912,3,SKU-002,2023-08-09,2023-08-12,60
913,3,SKU-002,2023-08-19,2023-08-22,94
914,3,SKU-002,2023-08-29,2023-08-31,45
915,3,SKU-002,2023-09-08,2023-09-10,36
916,3,SKU-002,2023-09-18,2023-09-20,66
917,3,SKU-002,2023-09-28,2023-10-01,91
918,3,SKU-002,2023-10-08,2023-10-09,98
919,3,SKU-002,2023-10-18,2023-10-20,92
920,3,SKU-002,2023-10-28,2023-10-31,83
921,3,SKU-002,2023-11-07,2023-11-09,37
922,3,SKU-002,2023-11-17,2023-11-18,73
923,3,SKU-002,2023-11-27,2023-11-30,75
924,3,SKU-002,2023-12-07,2023-12-09,64
925,3,SKU-002,2023-12-17,2023-12-18,88
926,3,SKU-002,2023-12-27,2023-12-29,98
927,3,SKU-002,2024-01-06,2024-01-09,98
928,3,SKU-002,2024-01-16,2024-01-17,31
929,3,SKU-002,2024-01-26,2024-01-29,32
930,3,SKU-002,2024-02-05,2024-02-07,33
931,3,SKU-002,2024-02-15,2024-02-18,51
932,3,SKU-002,2024-02-25,2024-02-28,82
933,3,SKU-002,2024-03-06,2024-03-07,70
934,3,SKU-002,2024-03-16,2024-03-17,64
935,3,SKU-002,2024-03-26,2024-03-28,81
936,3,SKU-002,2024-04-05,2024-04-07,47
937,3,SKU-002,2024-04-15,2024-04-17,99
938,3,SKU-002,2024-04-25,2024-04-27,47
939,3,SKU-002,2024-05-05,2024-05-08,56
940,3,SKU-002,2024-05-15,2024-05-18,89
941,3,SKU-002,2024-05-25,2024-05-26,85
942,3,SKU-002,2024-06-04,2024-06-07,40
943,3,SKU-002,2024-06-14,2024-06-15,34
944,3,SKU-002,2024-06-24,2024-06-25,75
945,3,SKU-002,2024-07-04,2024-07-07,78
946,3,SKU-002,2024-07-14,2024-07-16,92
947,3,SKU-002,2024-07-24,2024-07-25,32
948,3,SKU-002,2024-08-03,2024-08-04,90
949,3,SKU-002,2024-08-13,2024-08-14,53
950,3,SKU-002,2024-08-23,2024-08-24,55
951,3,SKU-002,2024-09-02,2024-09-05,75
952,3,SKU-002,2024-09-12,2024-09-14,90
953,3,SKU-002,2024-09-22,2024-09-24,58
954,3,SKU-002,2024-10-02,2024-10-03,30
955,3,SKU-002,2024-10-12,2024-10-13,75
956,3,SKU-002,2024-10-22,2024-10-23,68
957,3,SKU-002,2024-11-01,2024-11-02,98
958,3,SKU-002,2024-11-11,2024-11-14,66
959,3,SKU-002,2024-11-21,2024-11-22,74
960,3,SKU-002,2024-12-01,2024-12-04,91
961,3,SKU-002,2024-12-11,2024-12-12,48
962,3,SKU-002,2024-12-21,2024-12-23,30
963,3,SKU-002,2024-12-31,2025-01-01,82
964,3,SKU-002,2025-01-10,2025-01-12,77
965,3,SKU-002,2025-01-20,2025-01-22,91
966,3,SKU-002,2025-01-30,2025-02-01,46
967,3,SKU-002,2025-02-09,2025-02-12,60
968,3,SKU-002,2025-02-19,2025-02-20,33
969,3,SKU-002,2025-03-01,2025-03-03,79
970,3,SKU-002,2025-03-11,2025-03-12,43
971,3,SKU-002,2025-03-21,2025-03-22,68
972,3,SKU-002,2025-03-31,2025-04-01,65
973,3,SKU-002,2025-04-10,2025-04-11,58
974,3,SKU-002,2025-04-20,2025-04-21,33
975,3,SKU-002,2025-04-30,2025-05-01,72
976,3,SKU-002,2025-05-10,2025-05-11,65
977,3,SKU-002,2025-05-20,2025-05-21,46
978,3,SKU-002,2025-05-30,2025-05-31,76
979,3,SKU-003,2023-01-01,2023-01-02,98
980,3,SKU-003,2023-01-11,2023-01-14,95
981,3,SKU-003,2023-01-21,2023-01-22,92
982,3,SKU-003,2023-01-31,2023-02-01,82
983,3,SKU-003,2023-02-10,2023-02-12,86
984,3,SKU-003,2023-02-20,2023-02-21,79
985,3,SKU-003,2023-03-02,2023-03-03,58
986,3,SKU-003,2023-03-12,2023-03-15,43
987,3,SKU-003,2023-03-22,2023-03-24,82
988,3,SKU-003,2023-04-01,2023-04-02,73
989,3,SKU-003,2023-04-11,2023-04-13,86
990,3,SKU-003,2023-04-21,2023-04-23,96
991,3,SKU-003,2023-05-01,2023-05-03,57
992,3,SKU-003,2023-05-11,2023-05-13,93
993,3,SKU-003,2023-05-21,2023-05-22,34
994,3,SKU-003,2023-05-31,2023-06-01,47
995,3,SKU-003,2023-06-10,2023-06-12,62
996,3,SKU-003,2023-06-20,2023-06-22,95
997,3,SKU-003,2023-06-30,2023-07-01,98
998,3,SKU-003,2023-07-10,2023-07-11,65
999,3,SKU-003,2023-07-20,2023-07-21,70
1000,3,SKU-003,2023-07-30,2023-07-31,61
1001,3,SKU-003,2023-08-09,2023-08-10,92
1002,3,SKU-003,2023-08-19,2023-08-21,89
1003,3,SKU-003,2023-08-29,2023-09-01,47
1004,3,SKU-003,2023-09-08,2023-09-09,34
1005,3,SKU-003,2023-09-18,2023-09-21,35
1006,3,SKU-003,2023-09-28,2023-09-29,93
1007,3,SKU-003,2023-10-08,2023-10-09,80
1008,3,SKU-003,2023-10-18,2023-10-20,42
1009,3,SKU-003,2023-10-28,2023-10-30,79
1010,3,SKU-003,2023-11-07,2023-11-08,58
1011,3,SKU-003,2023-11-17,2023-11-18,70
1012,3,SKU-003,2023-11-27,2023-11-28,71
1013,3,SKU-003,2023-12-07,2023-12-09,77
1014,3,SKU-003,2023-12-17,2023-12-18,49
1015,3,SKU-003,2023-12-27,2023-12-30,94
1016,3,SKU-003,2024-01-06,2024-01-07,91
1017,3,SKU-003,2024-01-16,2024-01-17,30
1018,3,SKU-003,2024-01-26,2024-01-27,78
1019,3,SKU-003,2024-02-05,2024-02-08,67
1020,3,SKU-003,2024-02-15,2024-02-16,65
1021,3,SKU-003,2024-02-25,2024-02-26,37
1022,3,SKU-003,2024-03-06,2024-03-07,67
1023,3,SKU-003,2024-03-16,2024-03-19,81
1024,3,SKU-003,2024-03-26,2024-03-27,31
1025,3,SKU-003,2024-04-05,2024-04-08,59
1026,3,SKU-003,2024-04-15,2024-04-16,73
1027,3,SKU-003,2024-04-25,2024-04-26,40
1028,3,SKU-003,2024-05-05,2024-05-07,99
1029,3,SKU-003,2024-05-15,2024-05-16,78
1030,3,SKU-003,2024-05-25,2024-05-26,77
1031,3,SKU-003,2024-06-04,2024-06-06,61
1032,3,SKU-003,2024-06-14,2024-06-15,35
1033,3,SKU-003,2024-06-24,2024-06-27,93
1034,3,SKU-003,2024-07-04,2024-07-05,33
1035,3,SKU-003,2024-07-14,2024-07-16,84
1036,3,SKU-003,2024-07-24,2024-07-26,41
1037,3,SKU-003,2024-08-03,2024-08-05,80
1038,3,SKU-003,2024-08-13,2024-08-15,64
1039,3,SKU-003,2024-08-23,2024-08-25,61
1040,3,SKU-003,2024-09-02,2024-09-05,99
1041,3,SKU-003,2024-09-12,2024-09-14,99
1042,3,SKU-003,2024-09-22,2024-09-25,33
1043,3,SKU-003,2024-10-02,2024-10-03,92
1044,3,SKU-003,2024-10-12,2024-10-13,30
1045,3,SKU-003,2024-10-22,2024-10-23,72
1046,3,SKU-003,2024-11-01,2024-11-04,87
1047,3,SKU-003,2024-11-11,2024-11-14,52
1048,3,SKU-003,2024-11-21,2024-11-24,79
1049,3,SKU-003,2024-12-01,2024-12-02,72
1050,3,SKU-003,2024-12-11,2024-12-12,62
1051,3,SKU-003,2024-12-21,2024-12-22,89
1052,3,SKU-003,2024-12-31,2025-01-01,77
1053,3,SKU-003,2025-01-10,2025-01-12,85
1054,3,SKU-003,2025-01-20,2025-01-21,35
1055,3,SKU-003,2025-01-30,2025-02-01,44
1056,3,SKU-003,2025-02-09,2025-02-11,71
1057,3,SKU-003,2025-02-19,2025-02-20,87
1058,3,SKU-003,2025-03-01,2025-03-02,83
1059,3,SKU-003,2025-03-11,2025-03-13,62
1060,3,SKU-003,2025-03-21,2025-03-23,87
1061,3,SKU-003,2025-03-31,2025-04-01,92
1062,3,SKU-003,2025-04-10,2025-04-13,71
1063,3,SKU-003,2025-04-20,2025-04-21,40
1064,3,SKU-003,2025-04-30,2025-05-01,72
1065,3,SKU-003,2025-05-10,2025-05-11,51
1066,3,SKU-003,2025-05-20,2025-05-21,55
1067,3,SKU-003,2025-05-30,2025-05-31,92
1068,4,SKU-001,2023-01-01,2023-01-02,98
1069,4,SKU-001,2023-01-11,2023-01-13,79
